date, pm25, pm10, o3, no2, so2, co
2022-02-03,71,14,34,1, ,1
2022-02-02,74,30,33,11, ,3
2022-02-01,42,30,31,12, ,3
2022-01-31,60,15,30,3, ,1
2022-01-30,181,23,29,4,1,3
2022-01-29,107,60,31,20,1,11
2022-01-28,57,32,28,19, ,4
2022-01-27,59,14,27,10, ,2
2022-01-26,52,19,26,13, ,2
2022-01-25,130,15,26,10, ,1
2022-01-24,203, ,25,11, ,7
2022-01-23,191,112,13,20, ,17
2022-01-22,180,98,12,24,2,17
2022-01-21,137,82,12,25,2,20
2022-01-20,117,58,10,23,1,9
2022-01-19,124,48,16,17,2,6
2022-01-18,135,58,16,16,3,9
2022-01-17,70,62,12,31,4,8
2022-01-16,39,45,21,24,1,4
2022-01-15,108,25,19,16, ,2
2022-01-14,163,59,23,23,1,9
2022-01-13,34,75,15,27,1,8
2022-01-12,63,29,22,18, ,2
2022-01-11,51,48,24,17, ,5
2022-01-10,80,34,18,19, ,3
2022-01-09,114,42,25,15,1,5
2022-01-08,159,53,11,21,2,8
2022-01-07,194,80,21,28,1,13
2022-01-06,165,81,8,35,2,15
2022-01-05,132,74,11,34,3,12
2022-01-04,136,58,13,26,2,8
2022-01-03,108,65,8,30,3,10
2022-01-02,53,58,14,28,1,6
2022-01-01,105,31,19,19, ,3
2021-12-31,86,61,25,21,1,7
2021-12-30,51,49,10,29,1,8
2021-12-29,52,44,28,17, ,1
2021-12-28,152,47,26,14,1,2
2021-12-27,110,74,8,38,3,11
2021-12-26,42,54,8,31,1,6
2021-12-25,24,27,19,12, ,1
2021-12-24,33,21,23,8, ,2
2021-12-23,112,30,24,8,2,2
2021-12-22,95,55,9,19,2,9
2021-12-21,102,47,15,17,2,7
2021-12-20,149,60,19,21,2,5
2021-12-19,136,85,9,36,1,9
2021-12-18,72,76,9,31,3,8
2021-12-17,36,47,18,22,1,4
2021-12-16,94,28,22,8,1,2
2021-12-15,176,60,25,16,1,7
2021-12-14,155,81,1,35,2,12
2021-12-13,97,73,6,20,6,9
2021-12-12,24,46,11,22,2,5
2021-12-11,109,20,22,9, ,1
2021-12-10,137,37,21,13, ,6
2021-12-09,171,45,16,17, ,5
2021-12-08,162,71,2,23,1,8
2021-12-07,88,85,3,31,3,10
2021-12-06,85,54,10,25,2,6
2021-12-05,177,47,25,17,1,5
2021-12-04,99,88,1,36,1,12
2021-12-03,50,58,10,27,1,5
2021-12-02,74,39,21,20,1,2
2021-12-01,45,46,20,18,1,3
2021-11-30,34,27,19,18, ,2
2021-11-29,135,23,22,9,1,1
2021-11-28,188,87,9,23,1,9
2021-11-27,143,91,2,33,1,11
2021-11-26,90,68,12,24,2,9
2021-11-25,127,57,23,23,1,5
2021-11-24,140,75,8,30,1,6
2021-11-23,84,72,5,29,2,6
2021-11-22,25,48,10,21,1,5
2021-11-21,74,34,22,6, ,2
2021-11-20,70,102,22,9, ,4
2021-11-19,82,52,1,21,1,5
2021-11-18,166,40,13,17,1,6
2021-11-17,158,60,2,25,1,11
2021-11-16,117,76,11,24, ,9
2021-11-15,84,69,12,20,1,7
2021-11-14,65,71,15,21,1,5
2021-11-13,69,53,19,24, ,3
2021-11-12,46,55,19,23,1,3
2021-11-11,15,35,21,20, ,1
2021-11-10,20,19,25,9, ,1
2021-11-09,13,21,27,7, ,1
2021-11-08,22,17,26,7,1,1
2021-11-07,18,15,25,4, ,1
2021-11-06,103,8,22,2, ,3
2021-11-05,211,26,15,14, ,8
2021-11-04,176,90,10,20, ,13
2021-11-03,164,64,9,20, ,9
2021-11-02,146,64,5,18,1,9
2021-11-01,137,58,6,21,1,6
2021-10-31,106,57,15,16, ,8
2021-10-30,195,57,28,15, ,4
2021-10-29,170,84,24,29,1,8
2021-10-28,88,83,7,27,1,8
2021-10-27,45,59,6,23,1,4
2021-10-26,118,36,27,17, ,2
2021-10-25,200,58,28,17,1,6
2021-10-24,151,86,26,28,1,10
2021-10-23,118,66,28,24,1,6
2021-10-22,36,62,25,22, ,4
2021-10-21,63,32,28,16, ,2
2021-10-20,105,40,23,16, ,3
2021-10-19,31,59,16,15,1,4
2021-10-18,140,33,25,8, ,1
2021-10-17,76,72,18,21, ,4
2021-10-16,20,51,22,14, ,2
2021-10-15,44,23,25,10, ,1
2021-10-14,90,39,24,10, ,2
2021-10-13,109,46,15,15, ,4
2021-10-12,53,56,36,13,1,5
2021-10-11,36,32,23,8, ,3
2021-10-10,46,26,25,8, ,2
2021-10-09,83,27,24,8, ,1
2021-10-08,74,33,21,9, ,4
2021-10-07,43,42,31,9, ,3
2021-10-06,34,20,23,8,1,2
2021-10-05,34,9,12,10, ,3
2021-10-04,105,11,10,9, ,2
2021-10-03,124,14,18,6, ,2
2021-10-02,175,62,18,9, ,10
2021-10-01,103,58,35,12, ,6
2021-09-30,127,40,29,9, ,6
2021-09-29,95,54,23,12, ,8
2021-09-28,92,44,37,11, ,5
2021-09-27,102,47,37,9, ,6
2021-09-26,87,19,33,6,1,5
2021-09-25,78,29,11,9, ,7
2021-09-24,93,27,27,7, ,6
2021-09-23,75,33,20,5, ,9
2021-09-22,34,45,37,10, ,6
2021-09-21,26,29,39,7, ,3
2021-09-20,32,15,37,7,1,4
2021-09-19,99,7,28,3, ,5
2021-09-18,93,63,26,4, ,5
2021-09-17,47,50,20,9, ,5
2021-09-16,75,31,35,3, ,4
2021-09-15,62,37,15,7,1,6
2021-09-14,82,40,37,7, ,6
2021-09-13,78,36,33,7,1,6
2021-09-12,91,32,44,7, ,7
2021-09-11,159,45,32,6, ,7
2021-09-10,138,63,67,8, ,9
2021-09-09,102,53,71,8, ,8
2021-09-08,89,45,38,8, ,6
2021-09-07,46,44,61,5, ,5
2021-09-06,35,28,50,8, ,3
2021-09-05,96,12,25,3, ,2
2021-09-04,98,30,26,7, ,4
2021-09-03,121,36,35,8, ,6
2021-09-02,74,51,72,10, ,7
2021-09-01,62,38,65,7, ,4
2021-08-31,83,31,62,3, ,3
2021-08-30,94,29,42,6, ,4
2021-08-29,70,41,62,7, ,4
2021-08-28,45,37,60,5, ,3
2021-08-27,23,26,23,5, ,3
2021-08-26,18,20,43,3, ,3
2021-08-25,25,18,39,6,1,2
2021-08-24,37,18,37,6, ,3
2021-08-23,100,27,42,5, ,3
2021-08-22,132,41,55,3, ,5
2021-08-21,51,58,53,5, ,9
2021-08-20,54,30,44,6, ,6
2021-08-19,57,19,47,2, ,7
2021-08-18,62,24,30,8,1,5
2021-08-17,44,33,46,8, ,5
2021-08-16,101,18,48,5, ,6
2021-08-15,71,33,45,7, ,7
2021-08-14,106,37,43,7, ,5
2021-08-13,85,46,38,9, ,7
2021-08-12,97,42,53,10, ,7
2021-08-11,112,39,46,9, ,7
2021-08-10,55,54,65,6,3,11
2021-08-09,65,30,70,4,2,5
2021-08-08,128,30,75,4, ,5
2021-08-07,117,60,57,8, ,7
2021-08-06,71,54,78,8, ,7
2021-08-05,101,35,66,5, ,5
2021-08-04,115,40,54,7, ,7
2021-08-03,65,48,61,6, ,7
2021-08-02,20,36,71,7, ,7
2021-08-01,26,22,44,6, ,4
2021-07-31,79,20,37,3, ,4
2021-07-30,33,43,76,8, ,6
2021-07-29,55,10,25,4, ,5
2021-07-28,49,23,22,8, ,6
2021-07-27,71,21,35,5, ,5
2021-07-26,110,31,28,6,1,5
2021-07-25,137,49,54,7, ,5
2021-07-24,97,59,64,11, ,6
2021-07-23,79,49,57,8, ,5
2021-07-22,64,35,58,7, ,5
2021-07-21,79,28,33,7,1,5
2021-07-20,91,28,25,7, ,6
2021-07-19,94,31,42,6, ,4
2021-07-18,78,26,39,6, ,5
2021-07-17,73,28,32,5, ,5
2021-07-16,97,20,28,3, ,5
2021-07-15,119,30,43,4, ,14
2021-07-14,93,34,53,7, ,11
2021-07-13,59,25,48,5,1,6
2021-07-12,47,18,45,5,2,5
2021-07-11,80,15,24,3,1,5
2021-07-10,117,35,45,5,1,6
2021-07-09,85,47,85,9,1,7
2021-07-08,82,34,81,8, ,7
2021-07-07,141,33,69,6, ,5
2021-07-06,62,47,72,9, ,9
2021-07-05,91,21,61,2, ,6
2021-07-04,70,41,83,9, ,5
2021-07-03,60,25,52,7, ,4
2021-07-02,65,20,48,4, ,4
2021-07-01,82,27,71,5, ,5
2021-06-30,117,31,55,4, ,5
2021-06-29,131,53,67,3, ,7
2021-06-28,144,27,37,5, ,5
2021-06-27,126,48,76,10, ,7
2021-06-26,105,51,84,9, ,8
2021-06-25,168,27,41,7,1,7
2021-06-24,138, ,63,10, ,8
2021-06-23,90,52,56,12,1,5
2021-06-22,67,43,44,12, ,4
2021-06-21,85,42,77,9,1,5
2021-06-20,49,67,99,13,2,7
2021-06-19,34,39,55,12, ,2
2021-06-18,42,33,45,11, ,1
2021-06-17,57,35,39,10,1,2
2021-06-16,120,31,44,7, ,4
2021-06-15,95,56,21,9, ,5
2021-06-14,153,33,70,4,1,6
2021-06-13,171, ,29,6, ,9
2021-06-12,120,79,86,10,1,11
2021-06-11,75,65,107,15,3,6
2021-06-10,58,45,75,11, ,4
2021-06-09,147,27,69,6, ,3
2021-06-08,150,66,53,10,2,10
2021-06-07,98,60,69,10,1,7
2021-06-06,59,48,52,9,2,8
2021-06-05,46,49,60,12,2,5
2021-06-04,39,40,46,9, ,2
2021-06-03,28,41,36,7, ,2
2021-06-02,144,30,34,8,1,2
2021-06-01,109,59,27,17, ,8
2021-05-31,141,47,52,10, ,6
2021-05-30,65,56,27,12, ,10
2021-05-29,45,35,54,10,1,4
2021-05-28,30,37,49,8, ,3
2021-05-27,72,37,40,6, ,2
2021-05-26,59,51,34,9, ,2
2021-05-25,63,53,42,12,2,4
2021-05-24,88,60,53,11,1,2
2021-05-23,136,59,34,10, ,2
2021-05-22,136,123,31,6,1,2
2021-05-21,159,64,81,12,1,5
2021-05-20,139,69,84,6, ,6
2021-05-19,98,57,57,6, ,5
2021-05-18,88,58,76,7,1,5
2021-05-17,56,57,74,12,2,4
2021-05-16,30,48,50,10, ,2
2021-05-15,86,28,36,7, ,1
2021-05-14,156,24,25,6, ,6
2021-05-13,143,65,37,10, ,8
2021-05-12,86,59,54,13, ,7
2021-05-11,87,49,60,15, ,4
2021-05-10,65,45,56,12, ,6
2021-05-09,113,47,44,14,1,4
2021-05-08,124,65,47,13,2,3
2021-05-07,137,144,40,8,1,2
2021-05-06,176,137,45,4, ,1
2021-05-05,88,253,47,6,2,2
2021-05-04,91,71,48,7,1,2
2021-05-03,104,52,41,7, ,3
2021-05-02,69,60,56,11,1,4
2021-05-01,50,38,44,8, ,1
2021-04-30,62,40,36,10, ,1
2021-04-29,74,40,27,11, ,2
2021-04-28,56,76,41,12, ,1
2021-04-27,102,58,43,7, ,1
2021-04-26,135,84,38,11, ,3
2021-04-25,134,60,61,18,3,4
2021-04-24,93,57,43,14,1,6
2021-04-23,78,43,37,15, ,4
2021-04-22,97,31,39,12, ,3
2021-04-21,103,36,40,11, ,4
2021-04-20,141,61,37,19,1,4
2021-04-19,141,90,79,18,2,5
2021-04-18,104,97,83,16,2,3
2021-04-17,61,78,52,14,1,2
2021-04-16,106,38,38,10, ,1
2021-04-15,133,148,34,7, ,1
2021-04-14,52,241,46,10,1,5
2021-04-13, ,82,40,7, ,3
2021-04-09,124, , , , , 
2021-04-08,113,55,45,17,2,6
2021-04-07,134,75,49,20,1,3
2021-04-06,122,88,37,20,2,5
2021-04-05,91,67,44,17, ,3
2021-04-04,70,49,49,5,2,4
2021-04-03,87,56,36,21, ,2
2021-04-02,116,69,39,13, ,3
2021-04-01,156,65,34,24,1,4
2021-03-31,141,99,39,24,4,9
2021-03-30,148,118,41,26,2,5
2021-03-29,64,170,46,13,2,5
2021-03-28,182,100,38,11, , 
2021-03-27,210,549,38,11, ,6
2021-03-26,181,127,35,24, ,13
2021-03-25,154,118,21,33,1,9
2021-03-24,135,93,55,26,2,5
2021-03-23,131,111, ,19,1, 
2021-03-22,93,83, ,17,1, 
2021-03-21,43,160,28,9, ,1
2021-03-20,105,29,36,4, ,1
2021-03-19,154,103,33,8, ,3
2021-03-18,136,67,24,16,1,5
2021-03-17,138,82,23,19,1,6
2021-03-16,67,224,16,24,1,4
2021-03-15,264,91,33,9,1,3
2021-03-14,191,929,33,8, ,4
2021-03-13,174,114,34,18, ,7
2021-03-12,180,93,38,16, ,9
2021-03-11,169,77,13,19, ,8
2021-03-10,194,77,42,19,2,6
2021-03-09,206,115,39,25,2,9
2021-03-08,172,111,36,26,1,9
2021-03-07,137,93,30,25,2,8
2021-03-06,69,62,28,17, ,5
2021-03-05,144,43,21,14,1,6
2021-03-04,205,70,17,18,1,11
2021-03-03,187,112,18,24,1,17
2021-03-02,155, ,10,22, ,9
2021-03-01,68,67,14,14, ,8
2021-02-28,172,28,28,4, ,3
2021-02-27,191,101,18,23, ,9
2021-02-26,192,84,41,28,3,9
2021-02-25,175,104,35,24,3,12
2021-02-24,110,81,28,21,2,12
2021-02-23,72,49,24,17,2,7
2021-02-22,97,45,20,9,1,3
2021-02-21,160,74,32,11,1,5
2021-02-20,152,144,25,25,2,6
2021-02-19,161,92,24,26,2,7
2021-02-18,104,74,23,25,2,9
2021-02-17,44,46,33,17,2,5
2021-02-16,37,23,30,4, ,2
2021-02-15,48,45,30,2, ,1
2021-02-14,165,33,30,4, ,2
2021-02-13,210,75,15,8, ,10
2021-02-12,324,114,3,14, ,15
2021-02-11,261,235,35,16,5,18
2021-02-10,177,143,41,18,4,14
2021-02-09,166,92,30,24,2,11
2021-02-08,124,78,33,22,3,9
2021-02-07,92,55,30,18,1,6
2021-02-06,110,63,29,10,1,4
2021-02-05,157,86,31,17,1,7
2021-02-04,109,80,23,26,2,8
2021-02-03,103,61,26,17,3,4
2021-02-02,58,63,28,16,2,6
2021-02-01,70,39,23,11, ,2
2021-01-31,151,57,27,9, ,5
2021-01-30,139,72,14,18,4,11
2021-01-29,106,71,18,23,3,7
2021-01-28,38,62,16,22,2,6
2021-01-27,160,55,29,8, ,1
2021-01-26,179,87,23,24,2,14
2021-01-25,194,76,8,28, ,13
2021-01-24,173,98,2,31,1,14
2021-01-23,144,83,9,32,2,11
2021-01-22,173,65,22,23,2,8
2021-01-21,171,88,14,28,3,13
2021-01-20,135,77,13,25,2,10
2021-01-19,130,59,16,17,1,8
2021-01-18,81,57,16,21, ,8
2021-01-17,67,60,24,16, ,4
2021-01-16,39,50,22,13,1,2
2021-01-15,121,35,25,9, ,1
2021-01-14,133,110,26,12,1,4
2021-01-13,138,77,9,20,2,10
2021-01-12,154,247,28,16,1,5
2021-01-11,85,140,11,24,3,7
2021-01-10,39,60,24,16,1,3
2021-01-09,60,31,25,9,1,1
2021-01-08,56,42,20,18,1,1
2021-01-07,43,33,22,15,1,2
2021-01-06,59,32,21,8, ,2
2021-01-05,47,131,23,7, ,1
2021-01-04,93,26,22,10, ,1
2021-01-03,90,53,23,15,1,5
2021-01-02,144,43,15,21,2,3
2021-01-01,137,62,10,19,3,13
2020-12-31,70,65,9,22,3,9
2020-12-30, ,47,16,19,1,6
2020-12-24,64, , , , , 
2020-12-23,129,67,16,14, ,1
2020-12-22,187,111,25,20,1,7
2020-12-21,139,108,4,41,5,14
2020-12-20,109,70,11,30,3,8
2020-12-19,110,59,17,25,1,5
2020-12-18,53,63,7,27,2,6
2020-12-17,143,36,21,16, ,3
2020-12-16,70,75,5,29,3,8
2020-12-15,64,45,15,20,1,2
2020-12-14,58,40,10,23,1,3
2020-12-13,56,36,16,17, ,3
2020-12-12,185,40,21,8, ,3
2020-12-11,152,78,1,26, ,14
2020-12-10,169,80,12,30,2,10
2020-12-09,167,87,7,30,3,10
2020-12-08,82,90,2,29,2,9
2020-12-07,46,43,13,23,1,4
2020-12-06,134,41,22,11, ,1
2020-12-05,83,79,18,23,3,5
2020-12-04,48,50,15,26,1,3
2020-12-03,42,29,23,16,1,1
2020-12-02,103,29,24,17, ,1
2020-12-01,134,57,17,20, ,4
2020-11-30,61,76,5,25,1,6
2020-11-29,97,37,20,15, ,2
2020-11-28,62,56,14,19,1,3
2020-11-27,77,30,19,13, ,2
2020-11-26,93,42,22,16, ,4
2020-11-25,105,60,13,20,1,6
2020-11-24,113,60,24,20, ,5
2020-11-23,58,67,13,21, ,4
2020-11-22,48,30,16,16, ,2
2020-11-21,104,21,21,10, ,2
2020-11-20,51,58,6,19,1,5
2020-11-19,46,32,25,12, ,2
2020-11-18,125,23,21,9, ,2
2020-11-17,183,94,12,13, ,10
2020-11-16,165,93,3,27,2,17
2020-11-15,172,83,15,22,2,9
2020-11-14,136,86,5,33,2,9
2020-11-13,85,68,9,24,1,5
2020-11-12,185,50,17,21,1,3
2020-11-11,224,107,18,33,2,8
2020-11-10,152,145,11,43,3,12
2020-11-09,98,92,14,27,2,6
2020-11-08,48,68,14,22,1,3
2020-11-07,95,40,20,11, ,1
2020-11-06,168,107,27,13, ,3
2020-11-05,190,104,20,27,1,7
2020-11-04,163,122,10,37,3,10
2020-11-03,61,96,13,26,3,8
2020-11-02,48,49,18,16, ,2
2020-11-01,75,54,23,10, ,1
2020-10-31,174,75,24,12, ,2
2020-10-30,149,182,17,25,1,5
2020-10-29,140,75,24,23,1,6
2020-10-28,68,79,15,21,2,5
2020-10-27,47,53,18,17,1,2
2020-10-26,186,47,21,12, ,2
2020-10-25,176,102,25,25,2,8
2020-10-24,102,101,26,22,2,8
2020-10-23,38,62,25,20,1,4
2020-10-22,64,30,25,14, ,1
2020-10-21,97,59,24,11, ,2
2020-10-20,184,112,24,11, ,4
2020-10-19,173,93,26,18,1,9
2020-10-18,124,84,26,20,2,16
2020-10-17,63,71,16,23,4,11
2020-10-16,81,47,22,20,1, 
2020-10-15,129,45,25,12, ,6
2020-10-14,40,66,13,12, ,8
2020-10-13,53,37,13,11,2,5
2020-10-12,27,45,22,13, ,2
2020-10-11,95,30,23,10, ,1
2020-10-10,179,48,24,14, ,3
2020-10-09,176,76,48,17,1,7
2020-10-08,161,80,41,15,1,8
2020-10-07,134,73,9,18, ,8
2020-10-06,88,72,26,13,1,6
2020-10-05,23,55,18,11,1,4
2020-10-04,15,22,21,7, ,1
2020-10-03,65,28,20,4, ,1
2020-10-02,26,47,26,10,1,3
2020-10-01,115,25,21,4, ,2
2020-09-30,66,48,20,11, ,5
2020-09-29,51,45,26,8, ,4
2020-09-28,149,15,21,6, ,4
2020-09-27,129,66,50,15, ,7
2020-09-26,147,60,51,13, ,7
2020-09-25,109,63,65,12, ,8
2020-09-24,97,43,42,9, ,7
2020-09-23,107,42,38,10, ,7
2020-09-22,114,47,22,15,1,10
2020-09-21,82,53,46,14, ,8
2020-09-20,66,48,48,16,1,5
2020-09-19,69,43,35,17,1,4
2020-09-18,36,51,52,13, ,3
2020-09-17,18,34,28,11, ,2
2020-09-16,28,18,28,10, ,2
2020-09-15,102,16,25,9, ,3
2020-09-14,121,18,27,9, ,9
2020-09-13, ,39,18,11,1,8
2020-09-11,28, , , , , 
2020-09-10,29,20,16,7, ,1
2020-09-09,40,27,21,11, ,1
2020-09-08,38,31,31,10, ,3
2020-09-07,94,29,29,10,1,3
2020-09-06,134,42,51,11, ,5
2020-09-05,93,58,98,10,1,9
2020-09-04,50,54,77,15,1,5
2020-09-03,33,32,35,11, ,3
2020-09-02,41,18,28,6, ,2
2020-09-01,48,29,31,11, ,3
2020-08-31,59,31,49,10, ,3
2020-08-30,113,29,25,10,1,4
2020-08-29,114,45,61,13, ,10
2020-08-28,63,55,50,16, ,9
2020-08-27,100,37,62,8, ,5
2020-08-26,118,48,59,11, ,9
2020-08-25,70,42,54,5,1,11
2020-08-24,36,44,17,13, ,4
2020-08-23,135,16,49,4,1,3
2020-08-22,76,62,71,16,1,7
2020-08-21,66,46,69,9, ,5
2020-08-20,35,45,69,8, ,6
2020-08-19,28,26,31,8, ,3
2020-08-18,89,18,23,7,1,3
2020-08-17,145,11,24,9, ,8
2020-08-16,98, ,25,10, ,11
2020-08-15,95,32,27,9, ,8
2020-08-14,89,41,34,10,1,7
2020-08-13,52,40,79,8, ,6
2020-08-12,97,27,46,7, ,6
2020-08-11,118,54,41,10, ,7
2020-08-10,58,59,98,8, ,6
2020-08-09,79,27,65,2, ,3
2020-08-08,74,41,73,6, ,5
2020-08-07,64,41,75,9, ,6
2020-08-06,99,30,50,8,1,6
2020-08-05,137,38,47,10, ,7
2020-08-04,106,78,30,8, ,12
2020-08-03,79,66,94,14, ,5
2020-08-02,72,51,76,7, ,4
2020-08-01,96,35,78,7, ,4
2020-07-31,124,35,63,9, ,6
2020-07-30,122,52,47,13, ,7
2020-07-29,143,48,72,8, ,6
2020-07-28,137,60,73,9, ,7
2020-07-27,144,70,46,8, ,8
2020-07-26,76, ,36,8, ,8
2020-07-25,95,41,45,4,1,4
2020-07-24,93,62,74,12,1,5
2020-07-23,109,53,85,9, ,4
2020-07-22,123,50,73,11,1,9
2020-07-21,96,55,91,13, ,7
2020-07-20,102,53,75,10,1,4
2020-07-19,76,56,92,12,1,5
2020-07-18,114,36,40,10, ,4
2020-07-17,109,30,34,7, ,6
2020-07-16,101,55,56,8, ,4
2020-07-15,111,53,77,11, ,5
2020-07-14,90,43,80,7, ,5
2020-07-13,115,39,70,9, ,5
2020-07-12,150,44,62,10, ,7
2020-07-11,173,41,50,9, ,8
2020-07-10,154, ,39,12, ,9
2020-07-09,110, ,55,9,1,7
2020-07-08,126,45,36,10,1,4
2020-07-07,79,49,94,14,2,7
2020-07-06,81,37,80,13,1,5
2020-07-05,102,34,75,6, ,4
2020-07-04,109,47,75,4, ,5
2020-07-03,110,47,74,10, ,5
2020-07-02,101,28,43,9,1,8
2020-07-01,109,44,64,8,1,8
2020-06-30,82,59,97,11,1,4
2020-06-29,93,40,75,8, ,4
2020-06-28,134,41,38,14,2,6
2020-06-27,168,52,87,12,1,9
2020-06-26,132,71,100,9, ,9
2020-06-25,100,61,71,12,1,8
2020-06-24,99,42,57,8, ,5
2020-06-23,137,50,72,7,1,5
2020-06-22,127,67,61,11,2,9
2020-06-21,101,64,82,12,1,7
2020-06-20,113,60,88,9, ,5
2020-06-19,105,63,88,10,1,5
2020-06-18,86,51,94,9, ,3
2020-06-17,69,50,86,6, ,4
2020-06-16,123,62,60,5, ,2
2020-06-15,63,94,110,13,4,9
2020-06-14,38,65,84,11,1,2
2020-06-13,137,31,59,7, ,1
2020-06-12,115,75,109,15,2,8
2020-06-11,146,58,111,17,1,6
2020-06-10,119,77,90,15,1,7
2020-06-09,137,59,81,10, ,7
2020-06-08,132,79,37,18,3,8
2020-06-07,112,89,96,16,2,6
2020-06-06,70,71,125,16,2,6
2020-06-05,32,47,71,16,3,6
2020-06-04,28,41,59,12,2,4
2020-06-03,99,61,48,16,2,3
2020-06-02,93,145,68,18, ,3
2020-06-01,81,64,71,14, ,2
2020-05-31,60,58,82,12,1,3
2020-05-30,116,36,37,7,1,2
2020-05-29,146,56,84,10,1,9
2020-05-28,116,69,114,13,7,11
2020-05-27,48,62,92,16,2,6
2020-05-26,61,38,40,11, ,3
2020-05-25,57,37,50,9, ,2
2020-05-24,55,39,28,16,1,2
2020-05-23,33,33,49,11, ,2
2020-05-22,106,22,34,8, ,1
2020-05-21,159,48,57,10, ,5
2020-05-20,120,64,34,14,4,13
2020-05-19,60,65,110,20,4,5
2020-05-18,57,44,52,13, ,1
2020-05-17,75,57,34,11, ,1
2020-05-16,110,69,30,15, ,2
2020-05-15,97,50,25,11, ,4
2020-05-14,97,43,41,8, ,4
2020-05-13,110,70,75,10,2,4
2020-05-12,59,114,94,13,3,5
2020-05-11,45,88,41,5, ,1
2020-05-10,78,52,38,9, ,1
2020-05-09,98,59,34,9, ,4
2020-05-08,101,41,23,11, ,5
2020-05-07,165,19,34,7, ,9
2020-05-06,143,51,29,16,3,12
2020-05-05,108,58,77,15,2,7
2020-05-04,107,45,29,12, ,5
2020-05-03,136,48,18,9,1,5
2020-05-02,148,52,21,9,2,9
2020-05-01,162,65,89,8,1,6
2020-04-30,173,82,122,18,2,7
2020-04-29,145,91,127,24,2,8
2020-04-28,142,82,101,11,5,6
2020-04-27,123,78,88,11,3,4
2020-04-26,70,62,51,22,2,5
2020-04-25,70,38,41,15,1,3
2020-04-24,78,62,39,7, ,1
2020-04-23,40,97,40,14,1,1
2020-04-22,44,26,36,8, ,1
2020-04-21,53,33,33,6, , 
2020-04-20,53,39,33,7, ,1
2020-04-19,138,35,35,4, ,1
2020-04-18,128,63,65,11, ,4
2020-04-17,105,49,54,19, ,3
2020-04-16,106,54,52,13, ,3
2020-04-15,155,78,42,6,1,3
2020-04-14,156,73,74,14,5,5
2020-04-13,111,80,74,23,3,6
2020-04-12,92,66,40,24,1,4
2020-04-11,94,67,43,17, ,1
2020-04-10,130,46,40,16,1,2
2020-04-09,103,58,42,18, ,3
2020-04-08,91,49,33,13,1,3
2020-04-07,134,54,30,19,2,4
2020-04-06,163,86,29,22,4,9
2020-04-05,86,104,61,32,3,6
2020-04-04,109,66,44,16,2,4
2020-04-03,95,139,33,12,1,3
2020-04-02,91,50,38,14,1,2
2020-04-01,68,46,33,14, ,2
2020-03-31, ,33,32,5, ,2
2020-03-29,141, , , , , 
2020-03-28,62,64,48,23,4,4
2020-03-27,42,34,31,15, ,2
2020-03-26,66,28,30,7, ,1
2020-03-25,199,38,27,6,1,5
2020-03-24,145,70,52,26,4,8
2020-03-23,126,63,41,27,8,9
2020-03-22,105,64,31,23,2,4
2020-03-21,110,59,45,13,1,3
2020-03-20,128,81,33,14,3,4
2020-03-19,32,68,28,22,2,3
2020-03-18,110,42,34,7, ,2
2020-03-17,106,136,34,11,2,3
2020-03-16,102,59,38,20,1,3
2020-03-15,43,60,31,13,1,3
2020-03-14,58,37,34,11,1,2
2020-03-13,61,42,33,12,1,2
2020-03-12,104,35,30,13,1,2
2020-03-11,125,66,30,18,1,4
2020-03-10,78,64,28,23,2,6
2020-03-09,123,34,29,14, ,5
2020-03-08,164,39,26,12, ,6
2020-03-07,157, ,31,12, ,8
2020-03-06,174, ,38,14,1,7
2020-03-05,119,64,33,20,1,7
2020-03-04,49,45,32,14,2,4
2020-03-03,116,20,28,7, ,2
2020-03-02,97,11,22,10,1,8
2020-03-01,81,30,27,16,2,4
2020-02-29,149,26,28,10, ,7
2020-02-28,153,75,12,14, ,9
2020-02-27,85,50,28,13,1,6
2020-02-26,104,31,23,13,2,4
2020-02-25,128,44,22,17,4,5
2020-02-24,152,58,20,16,5,8
2020-02-23,141,76,27,18,3,9
2020-02-22,66,64,27,18,2,5
2020-02-21,154,19,30,7, ,2
2020-02-20,174,85,29,13, ,7
2020-02-19,170, ,19,14,1,10
2020-02-18,81,76,21,23,9,18
2020-02-17,35,34,24,20, ,4
2020-02-16,21,13,28,7, ,1
2020-02-15,34,12,27,2, ,1
2020-02-14,124,29,26,2, ,1
2020-02-13,222,90,21,6,1,8
2020-02-12,277, ,1,23,1,19
2020-02-11,263, ,32,31,4,28
2020-02-10,255,173,20,28,1,24
2020-02-09,222,140,38,28,1,17
2020-02-08,155,95,22,19, ,13
2020-02-07,170,88,27,17,1,7
2020-02-06,126,79,20,15,1,10
2020-02-05,89,31,16,10,1,9
2020-02-04,76,31,19,10, ,5
2020-02-03,67,29,28,10, ,5
2020-02-02,102,33,30,8, ,3
2020-02-01,43,26,25,5,1,2
2020-01-31,147,25,29,4,1,2
2020-01-30,144,47,29,15,1,8
2020-01-29,181,57,29,16,4,9
2020-01-28,316, ,31,14, ,11
2020-01-27,285, ,38,22, ,19
2020-01-26,273, ,36,21, ,16
2020-01-25,247,132,29,18, ,14
2020-01-24,173,141,31,13, ,7
2020-01-23,168,85,30,11, ,7
2020-01-22,167,64,29,19, ,12
2020-01-21,128,66,19,26, ,11
2020-01-20,48,54,12,22, ,8
