date, pm25, pm10, o3, no2, so2, co
2015/4/22, 101, 91, 43, 14, 7, 6
2015/4/23, 125, 83, 29, 11, 2, 4
2015/4/24, 77, 176, 80, 19, 12, 7
2015/4/25, 159, 107, 86, 12, 10, 6
2015/4/26, 155, 79, 65, 11, 5, 5
2015/4/27, 124, 52, 40, 4, 1, 4
2015/4/28, 83, 71, 31, 11, 1, 4
2015/4/29, 117, 66, 64, 12, 3, 3
2015/4/30, 97, 51, 76, 9, 3, 4
2015/5/1, 83, 32, 43, 5, 2, 3
2015/5/2, 60, 51, 38, 9, 1, 4
2015/5/3, 82, 63, 41, 8, 2, 6
2015/5/4, 54, 128, 105, 16, 9, 8
2015/5/5, 124, 103, 57, 13, 5, 6
2015/5/6, 106, 87, 40, 25, 6, 6
2015/5/7, 111, 60, 50, 12, 2, 6
2015/5/8, 110, 48, 39, 14, 3, 6
2015/5/9, 76, 43, 51, 7, 2, 4
2015/5/10, 54, 42, 43, 10, 2, 8
2015/5/11, 68, 44, 42, 15, 4, 10
2015/5/12, 86, 76, 92, 19, 7, 7
2015/5/13, 102, 82, 58, 16, 11, 5
2015/5/14, 110, 51, 49, 10, 10, 3
2015/5/15, 89, 86, 96, 19, 13, 6
2015/5/16, 133, 67, 95, 17, 12, 6
2015/5/17, 119, 72, 74, 13, 9, 7
2015/5/18, 113, 70, 45, 15, 8, 5
2015/5/19, 98, 45, 47, 9, 8, 3
2015/5/20, 58, 122, 71, 20, 12, 8
2015/5/21, 140, 133, 113, , 8, 7
2015/5/22, 152, 30, 69, 9, 6, 3
2015/5/23, 54, 66, 86, 17, 7, 5
2015/5/24, 105, 62, 82, 21, 6, 4
2015/5/25, 105, 81, 121, 22, 6, 6
2015/5/26, 139, 53, 72, 13, 5, 4
2015/5/27, 99, 59, 52, 12, 9, 4
2015/5/28, 101, 50, 35, 13, 7, 4
2015/5/29, 86, 31, 47, 6, 7, 3
2015/5/30, 61, 41, 111, 13, 14, 4
2015/5/31, 78, 49, 83, 14, 14, 5
2015/6/1, 80, 47, 51, 7, 8, 4
2015/6/2, 81, 66, 83, 18, 10, 10
2015/6/3, 94, 75, 103, 13, 16, 5
2015/6/4, 103, 51, 81, 9, 10, 5
2015/6/5, 87, 63, 87, 6, 8, 4
2015/6/6, 103, 64, 98, 9, 12, 6
2015/6/7, 111, 41, 86, 8, 8, 5
2015/6/8, 80, 46, 87, 13, 10, 6
2015/6/9, 95, 34, 68, 4, 9, 4
2015/6/10, 75, 28, 80, 5, 7, 4
2015/6/11, 65, 57, 79, 12, 12, 7
2015/6/12, 102, 64, 96, 7, 10, 7
2015/6/13, 109, 53, 87, 7, 8, 5
2015/6/14, 94, 46, 70, 7, 8, 4
2015/6/15, 74, 61, 103, 12, 5, 5
2015/6/16, 105, 57, 96, 10, 8, 6
2015/6/17, 114, 65, 85, 7, 3, 5
2015/6/18, 123, 61, 52, 8, 2, 5
2015/6/19, 91, 44, 68, 8, 3, 5
2015/6/20, 81, 49, 91, 7, 4, 6
2015/6/21, 80, 41, 72, 6, 4, 4
2015/6/22, 87, 31, 55, 5, 4, 4
2015/6/23, 78, 39, 45, 7, 4, 5
2015/6/24, 86, 31, 34, 6, 3, 4
2015/6/25, 71, 36, 41, 5, 4, 5
2015/6/26, 77, 38, 74, 9, 5, 5
2015/6/27, 84, 45, 82, 9, 5, 5
2015/6/28, 91, 42, 43, 9, 3, 4
2015/6/29, 69, 35, 44, 7, 2, 5
2015/6/30, 72, 58, 83, 8, 5, 8
2015/1/1, 69, 47, 19, 4, 10, 2
2015/1/2, 87, 79, 12, 15, 42, 6
2015/1/3, 143, 175, 9, 20, 32, 15
2015/1/4, 249, 100, 15, 8, 10, 7
2015/1/5, 172, 38, 20, 3, 10, 1
2015/1/6, 60, 44, 18, 5, 15, 2
2015/1/7, 72, 60, 14, 8, 19, 4
2015/1/8, 122, 75, 17, 9, 17, 6
2015/1/9, 147, 109, 13, 15, 25, 9
2015/1/10, 180, 38, 18, 4, 10, 1
2015/1/11, 91, 53, 15, 10, 19, 4
2015/1/12, 109, 37, 7, 10, 15, 3
2015/1/13, 86, 77, 9, 9, 15, 7
2015/1/14, 154, 108, 14, 9, 16, 6
2015/1/15, 196, 76, 8, 5, 9, 4
2015/1/16, 152, 45, 1, 8, 19, 5
2015/1/17, 97, 98, 8, 13, 25, 8
2015/1/18, 170, 41, 14, 4, 10, 1
2015/1/19, 90, 37, 15, 5, 7, 2
2015/1/20, 74, 66, 15, 6, 14, 6
2015/1/21, 147, 49, 16, 6, 14, 4
2015/1/22, 123, 94, 12, 16, 45, 8
2015/1/23, 175, 82, 12, 11, 23, 5
2015/1/24, 153, 70, 14, 5, 8, 5
2015/1/25, 156, 67, 14, 7, 13, 6
2015/1/26, 135, 31, 16, 3, 12, 1
2015/1/27, 62, 48, 14, 5, 14, 3
2015/1/28, 107, 68, 10, 8, 20, 6
2015/1/29, 144, 38, 15, 4, 7, 2
2015/1/30, 73, 43, 15, 3, 12, 2
2015/1/31, 79, 73, 13, 5, 16, 9
2015/2/1, 132, 139, 14, 9, 24, 15
2015/2/2, 224, 143, 9, 10, 32, 15
2015/2/3, 225, 71, 20, 4, 19, 3
2015/2/4, 125, 41, 19, 3, 8, 2
2015/2/5, 83, 78, 14, 12, 32, 7
2015/2/6, 145, 78, 19, 6, 15, 2
2015/2/7, 88, 68, 20, 3, 7, 1
2015/2/8, 62, 69, 16, 9, 17, 5
2015/2/9, 112, 126, 12, 13, 17, 9
2015/2/10, 196, 60, 23, 6, 16, 3
2015/2/11, 125, 41, 21, 3, 6, 2
2015/2/12, 80, 50, 17, 11, 29, 5
2015/2/13, 100, 116, 23, 17, 39, 9
2015/2/14, 189, 85, 26, 4, 3, 6
2015/2/15, 165, 87, 28, 5, 8, 9
2015/2/16, 177, 46, 24, 3, 5, 3
2015/2/17, 111, 32, 23, 3, 7, 2
2015/2/18, 71, 80, 21, 6, 17, 6
2015/2/19, 166, 39, 23, 4, 9, 3
2015/2/20, 101, 43, 21, 4, 7, 5
2015/2/21, 112, 467, 20, 4, 4, 5
2015/2/22, 172, 122, 19, 5, 9, 6
2015/2/23, 132, 69, 22, 5, 8, 5
2015/2/24, 96, 68, 21, 3, 3, 5
2015/2/25, 121, 28, 22, 3, 4, 2
2015/2/26, 64, 43, 20, 4, 7, 3
2015/2/27, 85, 51, 21, 7, 15, 5
2015/2/28, 109, 109, 21, 6, 8, 7
2015/3/1, 138, 103, 21, 16, 31, 7
2015/3/2, 164, 59, 22, 5, 7, 3
2015/3/3, 85, 43, 23, 2, 4, 3
2015/3/4, 59, 46, 19, 7, 18, 4
2015/3/5, 97, 54, 21, 8, 14, 4
2015/3/6, 120, 91, 26, 12, 28, 7
2015/3/7, 170, 75, 24, 7, 7, 5
2015/3/8, 160, 43, 20, 3, 3, 2
2015/3/9, 44, 61, 20, 5, 9, 5
2015/3/10, 73, 59, 23, 6, 8, 4
2015/3/11, 99, 59, 22, 10, 20, 6
2015/3/12, 109, 56, 24, 7, 12, 5
2015/3/13, 117, 67, 23, 9, 15, 5
2015/3/14, 129, 113, 23, 14, 25, 14
2015/3/15, 166, 87, 27, 7, 6, 5
2015/3/16, 162, 68, 23, 8, 9, 6
2015/3/17, 140, 67, 26, 9, 11, 4
2015/3/18, 120, 139, 20, 16, 20, 11
2015/3/19, 171, 248, 30, 19, 32, 11
2015/3/20, 215, 183, 25, 15, 25, 11
2015/3/21, 193, 148, 27, 5, 8, 2
2015/3/22, 82, 66, 20, 8, 7, 5
2015/3/23, 85, 48, 26, 8, 8, 4
2015/3/24, 89, 63, 31, 10, 13, 4
2015/3/25, 118, 99, 30, 16, 23, 9
2015/3/26, 166, 102, 38, 15, 27, 5
2015/3/27, 162, 84, 25, 13, 17, 8
2015/3/28, 144, 95, 34, 13, 14, 8
2015/3/29, 173, 62, 38, 9, 4, 4
2015/3/30, 124, 52, 38, 8, 2, 6
2015/3/31, 117, 47, 20, 10, 4, 5
2014/10/1, 113, 36, 18, 6, 2, 4
2014/10/2, 78, 25, 13, 6, 5, 2
2014/10/3, 67, 38, 16, 7, 6, 4
2014/10/4, 89, 49, 23, 9, 7, 4
2014/10/5, 109, 36, 14, 7, 6, 3
2014/10/6, 79, 48, 27, 9, 7, 4
2014/10/7, 96, 76, 33, 10, 6, 5
2014/10/8, 142, 62, 33, 12, 5, 4
2014/10/9, 123, 88, 24, 15, 6, 6
2014/10/10, 148, 60, 29, 7, 4, 5
2014/10/11, 119, 38, 10, 5, 1, 2
2014/10/12, 68, 61, 13, 5, 3, 2
2014/10/13, 69, 65, 17, 12, 12, 5
2014/10/14, 122, 74, 20, 14, 15, 9
2014/10/15, 129, 42, 11, 8, 10, 3
2014/10/16, 60, 89, 29, 17, 18, 6
2014/10/17, 127, 146, 36, 19, 16, 8
2014/10/18, 189, 41, 32, 6, 2, 2
2014/10/19, 86, 34, 24, 7, 2, 4
2014/10/20, 77, 94, 14, 15, 12, 6
2014/10/21, 172, 102, 14, 17, 16, 6
2014/10/22, 177, 117, 26, 14, 5, 8
2014/10/23, 176, 106, 31, 13, 5, 7
2014/10/24, 167, 80, 32, 14, 8, 6
2014/10/25, 143, 81, 22, 9, 3, 3
2014/10/26, 93, 66, 9, 7, 4, 3
2014/10/27, 72, 83, 10, 11, 10, 6
2014/10/28, 149, 68, 12, 11, 5, 5
2014/10/29, 139, 51, 26, 8, 1, 3
2014/10/30, 84, 154, 17, 9, 2, 8
2014/10/31, 175, 154, 20, 9, 4, 10
2014/11/1, 252, 32, 15, 6, 2, 2
2014/11/2, 79, 46, 12, 7, 10, 5
2014/11/3, 72, 78, 16, 10, 19, 7
2014/11/4, 137, 105, 20, 10, 18, 8
2014/11/5, 173, 55, 12, 5, 4, 2
2014/11/6, 89, 59, 16, 5, 13, 6
2014/11/7, 120, 65, 17, 5, 15, 6
2014/11/8, 124, 83, 31, 6, 15, 6
2014/11/9, 160, 123, 38, 7, 23, 7
2014/11/10, 198, 122, 32, 5, 22, 6
2014/11/11, 204, 44, 19, 2, 2, 1
2014/11/12, 63, 56, 20, 4, 7, 2
2014/11/13, 72, 49, 18, 6, 10, 3
2014/11/14, 93, 36, 13, 6, 10, 3
2014/11/15, 74, 53, 19, 5, 8, 4
2014/11/16, 118, 88, 28, 6, 11, 5
2014/11/17, 180, 67, 17, 8, 16, 8
2014/11/18, 149, 88, 19, 8, 24, 7
2014/11/19, 167, 96, 30, 7, 21, 6
2014/11/20, 176, 186, 25, 8, 17, 11
2014/11/21, 207, 116, 19, 7, 10, 11
2014/11/22, 195, 78, 23, 7, 19, 5
2014/11/23, 153, 89, 15, 6, 16, 7
2014/11/24, 163, 65, 17, 5, 16, 5
2014/11/25, 143, 55, 19, 5, 17, 5
2014/11/26, 114, 79, 11, 7, 13, 6
2014/11/27, 149, 84, 12, 7, 10, 7
2014/11/28, 170, 107, 16, 8, 16, 12
2014/11/29, 174, 72, 18, 6, 11, 7
2014/11/30, 137, 95, 20, 2, 3, 1
2014/12/1, 64, 58, 18, 4, 6, 2
2014/12/2, 57, 47, 19, 6, 7, 4
2014/12/3, 99, 38, 16, 3, 6, 3
2014/12/4, 49, 43, 14, 3, 8, 2
2014/12/5, 62, 46, 15, 3, 10, 3
2014/12/6, 68, 65, 13, 4, 10, 4
2014/12/7, 99, 80, 14, 4, 14, 4
2014/12/8, 163, 51, 15, 5, 14, 5
2014/12/9, 116, 89, 13, 11, 21, 10
2014/12/10, 158, 54, 16, 6, 6, 3
2014/12/11, 99, 54, 17, 6, 6, 28
2014/12/12, 77, 44, 14, 4, 5, 9
2014/12/13, 69, 48, 13, 6, 6, 11
2014/12/14, 101, 59, 9, 7, 8, 11
2014/12/15, 131, 41, 15, 4, 5, 7
2014/12/16, 69, 39, 17, 3, 5, 7
2014/12/17, 52, 42, 15, 6, 8, 10
2014/12/18, 74, 85, 13, 13, 19, 13
2014/12/19, 149, 40, 13, 5, 7, 8
2014/12/20, 79, 36, 16, 5, 12, 9
2014/12/21, 73, 69, 16, 12, 14, 17
2014/12/22, 107, 114, 5, 24, 43, 17
2014/12/23, 177, 58, 18, 9, 14, 6
2014/12/24, 117, 44, 19, 5, 15, 2
2014/12/25, 84, 50, 18, 8, 20, 2
2014/12/26, 105, 102, 11, 16, 39, 8
2014/12/27, 176, 374, 4, 28, 42, 23
2014/12/28, 399, , , , , 
2014/7/1, 113, 99, 34, 18, 2, 7
2014/7/2, 182, 76, 19, 16, 3, 13
2014/7/3, 164, 50, 22, 11, 2, 2
2014/7/4, 130, 20, 22, 10, 4, 1
2014/7/5, 59, 32, 25, 10, 2, 1
2014/7/6, 62, 42, 26, 17, 6, 1
2014/7/7, 82, 37, 25, 13, 2, 1
2014/7/8, 74, 54, 25, 21, 4, 3
2014/7/9, 101, 54, 20, 16, 4, 5
2014/7/10, 98, 53, 26, 13, 3, 2
2014/7/11, 97, 42, 20, 15, 3, 1
2014/7/12, 67, 60, 31, 12, 5, 4
2014/7/13, 99, 81, 39, 18, 10, 6
2014/7/14, 162, 73, 37, 14, 5, 4
2014/7/15, 157, 41, 36, 13, 3, 2
2014/7/16, 100, 43, 33, 13, 4, 2
2014/7/17, 104, 56, 27, 16, 2, 3
2014/7/18, 139, 67, 47, 14, 2, 6
2014/7/19, 154, 50, 36, 13, 1, 2
2014/7/20, 122, 37, 25, 10, 1, 1
2014/7/21, 89, 44, 6, 20, 4, 
2014/7/22, 157, 48, 21, 21, 1, 5
2014/7/23, 94, 38, 17, 25, 1, 3
2014/7/24, 80, 18, 27, 8, 1, 1
2014/7/25, 55, 74, 41, 14, 2, 4
2014/7/26, 150, 80, 40, 18, 1, 5
2014/7/27, 174, 82, 62, 18, 3, 6
2014/7/28, 172, 48, 48, 13, 1, 3
2014/7/29, 126, 30, 33, 8, 2, 1
2014/7/30, 92, 21, 33, 11, 8, 
2014/7/31, 81, 28, 10, 12, 3, 1
2014/8/1, 71, 25, 12, 10, 2, 
2014/8/2, 58, 47, 33, 17, 4, 2
2014/8/3, 80, 54, 34, 14, 4, 4
2014/8/4, 99, 37, 29, 15, 5, 2
2014/8/5, 68, 55, 42, 17, 6, 19
2014/8/6, 114, 55, 35, 17, 5, 3
2014/8/7, 109, 48, 31, 17, 4, 2
2014/8/8, 107, 30, 27, 11, 2, 1
2014/8/9, 71, 40, 31, 13, 3, 1
2014/8/10, 79, 44, 40, 16, 2, 2
2014/8/11, 92, 31, 29, 10, 2, 2
2014/8/12, 68, 42, 19, 17, 3, 1
2014/8/13, 70, 55, 20, 20, 2, 3
2014/8/14, 114, 51, 30, 11, 3, 3
2014/8/15, 118, 72, 33, 13, 5, 5
2014/8/16, 156, 65, 17, 9, 2, 4
2014/8/17, 157, 56, 16, 11, 1, 2
2014/8/18, 145, 64, 38, 12, 4, 12
2014/8/19, 144, 72, 37, 12, 6, 14
2014/8/20, 159, 88, 36, 20, 12, 8
2014/8/21, 174, 92, 37, 17, 12, 8
2014/8/22, 178, 84, 36, 19, 13, 6
2014/8/23, 167, 43, 23, 7, 2, 1
2014/8/24, 109, 30, 21, 9, 2, 1
2014/8/25, 79, 44, 48, 13, 7, 14
2014/8/26, 95, 56, 37, 17, 8, 16
2014/8/27, 133, 26, 19, 8, 1, 1
2014/8/28, 73, 28, 20, 11, 1, 1
2014/8/29, 70, 40, 24, 15, 3, 1
2014/8/30, 83, 38, 17, 16, 2, 1
2014/8/31, 81, 36, 17, 15, 4, 1
2014/9/1, 77, 25, 23, 12, 1, 1
2014/9/2, 64, 33, 16, 13, 1, 3
2014/9/3, 78, 44, 34, 16, 7, 1
2014/9/4, 76, 67, 29, 24, 12, 4
2014/9/5, 121, 73, 32, 18, 4, 5
2014/9/6, 158, 61, 27, 22, 5, 3
2014/9/7, 145, 40, 22, 12, 4, 4
2014/9/8, 91, 35, 21, 19, 3, 1
2014/9/9, 57, 46, 16, 19, 3, 1
2014/9/10, 75, 46, 19, 24, 6, 1
2014/9/11, 70, 60, 19, 25, 3, 1
2014/9/12, 89, 51, 20, 26, 5, 2
2014/9/13, 90, 44, 17, 23, 5, 2
2014/9/14, 77, 43, 11, 22, 6, 3
2014/9/15, 69, 36, 9, 24, 5, 2
2014/9/16, 60, 66, 19, 31, 11, 12
2014/9/17, 99, 63, 19, 21, 7, 3
2014/9/18, 111, 61, 31, 21, 10, 3
2014/9/19, 114, 60, 25, 23, 8, 3
2014/9/20, 118, , , , , 
2014/9/22, 158, 32, 16, 22, 1, 2
2014/9/23, 133, 31, 13, 22, 2, 5
2014/9/24, 126, 30, 10, 20, 4, 1
2014/9/25, 91, 47, 24, 22, 3, 1
2014/9/26, 86, 37, 21, 23, 4, 2
2014/9/27, 90, 29, 13, 20, 3, 1
2014/9/28, 64, 43, 8, 22, 1, 
2014/9/29, 71, 36, 8, 13, 5, 3
2014/9/30, 63, 55, 16, 11, 10, 5
2014/4/1, 150, 91, 27, 32, 18, 10
2014/4/2, 159, 55, 29, 22, 4, 6
2014/4/3, 79, 61, 27, 20, 9, 7
2014/4/4, 85, 56, 28, 16, 4, 6
2014/4/5, 74, 103, 30, 21, 21, 13
2014/4/6, 129, 111, 38, 19, 28, 10
2014/4/7, 159, 104, 36, 23, 31, 12
2014/4/8, 168, 63, 28, 15, 2, 7
2014/4/9, 148, 69, 28, 15, 6, 9
2014/4/10, 130, 94, 17, 19, 14, 11
2014/4/11, 148, 88, 23, 19, 13, 11
2014/4/12, 154, 81, 19, 16, 4, 10
2014/4/13, 132, 106, 36, 17, 17, 13
2014/4/14, 175, 96, 33, 12, 14, 11
2014/4/15, 148, 150, 26, 17, 25, 12
2014/4/16, 164, 89, 19, 13, 11, 13
2014/4/17, 161, 72, 31, 11, 6, 12
2014/4/18, 130, 67, 35, 9, 4, 10
2014/4/19, 105, 90, 39, 11, 18, 15
2014/4/20, 148, 90, 32, 11, 18, 15
2014/4/21, 152, 110, 46, 11, 22, 18
2014/4/22, 163, 124, 46, 11, 28, 16
2014/4/23, 195, 52, 47, 9, 6, 10
2014/4/24, 98, 60, 48, 8, 9, 11
2014/4/25, 102, 50, 36, 8, 12, 11
2014/4/26, 97, 30, 36, 7, 2, 12
2014/4/27, 67, 39, 30, 6, 3, 11
2014/4/28, 81, 58, 31, 8, 5, 11
2014/4/29, 90, 104, 57, 11, 20, 14
2014/4/30, 158, 103, 59, 9, 25, 15
2014/5/1, 168, 75, 62, 7, 3, 13
2014/5/2, 119, 54, 29, 8, 8, 12
2014/5/3, 75, 62, 29, 6, 3, 11
2014/5/4, 69, 50, 28, 6, 3, 11
2014/5/5, 67, 64, 43, 8, 10, 9
2014/5/6, 112, 82, 62, 6, 3, 7
2014/5/7, 138, 47, 44, 8, 3, 6
2014/5/8, 95, 43, 47, 7, 7, 6
2014/5/9, 86, 38, 56, 6, 2, 5
2014/5/10, 59, 33, 62, 3, 2, 6
2014/5/11, 66, 51, 45, 7, 5, 10
2014/5/12, 104, 69, 76, 10, 18, 9
2014/5/13, 115, 78, 56, 6, 3, 7
2014/5/14, 102, 86, 34, 12, 8, 11
2014/5/15, 112, 48, 49, 8, 12, 9
2014/5/16, 83, 63, 43, 10, 8, 8
2014/5/17, 90, 53, 43, 9, 6, 8
2014/5/18, 79, 77, 44, 10, 6, 6
2014/5/19, 152, 68, 35, 15, 3, 2
2014/5/20, 117, 70, 43, 19, 4, 3
2014/5/21, 122, 80, 41, 16, 4, 6
2014/5/22, 136, 54, 46, 7, 1, 4
2014/5/23, 107, 37, 43, 5, 1, 
2014/5/24, 98, 48, 38, 13, 2, 3
2014/5/25, 106, 67, 28, 14, 5, 2
2014/5/26, 119, 99, 25, 23, 16, 3
2014/5/27, 123, 60, 14, 19, 8, 1
2014/5/28, 75, 92, 33, 27, 29, 2
2014/5/29, 116, 91, 28, 18, 13, 3
2014/5/30, 131, 82, 27, 14, 5, 2
2014/5/31, 146, 71, 20, 13, 6, 5
2014/6/1, 139, 69, 16, 11, 5, 3
2014/6/2, 119, 54, 20, 11, 3, 4
2014/6/3, 95, 46, 16, 13, 2, 3
2014/6/4, 95, 54, 13, 12, 3, 1
2014/6/5, 90, 56, 14, 15, 6, 6
2014/6/6, 89, 39, 12, 13, 2, 1
2014/6/7, 78, 28, 14, 11, 4, 1
2014/6/8, 60, 44, 17, 14, 4, 1
2014/6/9, 79, 40, 17, 11, 1, 2
2014/6/10, 94, 51, 16, 14, 2, 2
2014/6/11, 108, 43, 17, 13, 4, 1
2014/6/12, 83, 38, 13, 12, 4, 
2014/6/13, 62, 38, 13, 10, 4, 
2014/6/14, 60, 65, 28, 13, 9, 1
2014/6/15, 106, 116, 29, 14, 14, 5
2014/6/16, 182, 85, , 17, 6, 4
2014/6/17, 174, 59, , 20, 6, 4
2014/6/18, 129, 53, 22, 17, 4, 3
2014/6/19, 121, 43, 22, 17, 1, 3
2014/6/20, 100, 36, 17, 11, 1, 2
2014/6/21, 128, 46, 17, 16, 2, 3
2014/6/22, 104, 57, 20, 14, 2, 5
2014/6/23, 127, , , , , 
2014/6/25, 137, 79, 23, 16, 4, 1
2014/6/26, 169, 30, 22, 11, 1, 1
2014/6/27, 84, 41, 17, 10, 2, 2
2014/6/28, 78, 42, 23, 16, 1, 1
2014/6/29, 79, 53, 29, 12, 2, 2
2014/6/30, 106, 52, 22, 13, 2, 1
2014/1/1, 130, 71, 15, 19, 32, 7
2014/1/2, 113, 82, , 18, 27, 6
2014/1/3, 126, 44, 14, 13, 18, 4
2014/1/4, 109, 65, 7, 19, 23, 10
2014/1/5, 153, 61, 12, 24, 32, 14
2014/1/6, 182, 81, 5, 27, 47, 13
2014/1/7, 199, 16, 21, 8, 14, 3
2014/1/8, 70, 18, 15, 13, 28, 5
2014/1/9, 82, 259, 12, 23, 44, 12
2014/1/10, 145, 110, 7, 36, 56, 19
2014/1/11, 212, 24, 21, 11, 20, 5
2014/1/12, 98, 73, 13, 17, 28, 7
2014/1/13, 116, 33, 14, 17, 29, 9
2014/1/14, 141, 124, 6, 39, 61, 20
2014/1/15, 270, 121, 10, 21, 30, 19
2014/1/16, 228, 95, 9, 24, 37, 14
2014/1/17, 167, 55, 18, 17, 32, 10
2014/1/18, 108, 49, 15, 15, 18, 7
2014/1/19, 138, 62, 19, 13, 19, 7
2014/1/20, 145, 42, 19, 9, 12, 4
2014/1/21, 104, 62, 11, 25, 52, 9
2014/1/22, 146, 65, 16, 20, 27, 7
2014/1/23, 164, 78, 15, 20, 21, 8
2014/1/24, 169, 52, 21, 12, 22, 6
2014/1/25, 127, 44, 18, 12, 22, 4
2014/1/26, 91, 39, 17, 18, 31, 5
2014/1/27, 99, 25, 22, 12, 25, 2
2014/1/28, 76, 34, 21, 14, 15, 4
2014/1/29, 86, 46, 21, 11, 17, 7
2014/1/30, 130, 53, 23, 6, 10, 2
2014/1/31, 89, 42, 23, 6, 8, 7
2014/2/1, 80, 55, 19, 11, 15, 8
2014/2/2, 124, 44, 23, 5, 10, 3
2014/2/3, 68, 26, 23, 9, 15, 4
2014/2/4, 73, 66, 24, 9, 9, 5
2014/2/5, 85, 37, 22, 15, 18, 9
2014/2/6, 120, 30, 16, 22, 37, 7
2014/2/7, 150, 84, 22, 14, 17, 6
2014/2/8, 142, 45, 25, 7, 11, 3
2014/2/9, 77, 110, 21, 13, 27, 5
2014/2/10, 104, 99, 22, 19, 40, 10
2014/2/11, 162, 78, 22, 20, 33, 11
2014/2/12, 178, 64, 20, 19, 35, 9
2014/2/13, 154, 69, 20, 24, 50, 7
2014/2/14, 155, 101, 24, 25, 57, 7
2014/2/15, 194, 96, 27, 17, 38, 9
2014/2/16, 208, 43, 25, 11, 25, 5
2014/2/17, 122, 72, 21, 17, 35, 5
2014/2/18, 160, 62, 23, 15, 29, 7
2014/2/19, 152, 65, 25, 15, 30, 5
2014/2/20, 149, 101, 19, 30, 51, 8
2014/2/21, 190, 116, 18, 21, 31, 17
2014/2/22, 208, 128, 14, 30, 31, 14
2014/2/23, 245, 103, 11, 26, 32, 14
2014/2/24, 208, 82, 20, 13, 13, 12
2014/2/25, 179, 73, 28, 19, 26, 7
2014/2/26, 177, 44, 24, 11, 18, 5
2014/2/27, 108, 73, 20, 15, 20, 5
2014/2/28, 110, 63, 16, 18, 28, 9
2014/3/1, 147, 57, 18, 18, 27, 6
2014/3/2, 140, 91, 13, 22, 26, 9
2014/3/3, 170, 70, 28, 15, 19, 9
2014/3/4, 169, 45, 25, 12, 17, 2
2014/3/5, 111, 40, 23, 13, 22, 5
2014/3/6, 100, 58, 20, 21, 37, 3
2014/3/7, 124, 73, 19, 16, 18, 6
2014/3/8, 141, 41, 23, 10, 12, 8
2014/3/9, 115, 50, 22, 12, 20, 2
2014/3/10, 98, 108, 39, 22, 36, 5
2014/3/11, 195, 44, 28, 8, 17, 2
2014/3/12, 89, 61, 25, 12, 16, 5
2014/3/13, 101, 72, 24, 19, 22, 5
2014/3/14, 141, 118, 16, 32, 52, 8
2014/3/15, 175, 100, 42, 10, 20, 8
2014/3/16, 167, 121, 35, 22, 33, 9
2014/3/17, 208, 79, 33, 12, 17, 5
2014/3/18, 143, 81, 29, 17, 17, 3
2014/3/19, 149, 59, 27, 8, 3, 3
2014/3/20, 68, 88, 27, 25, 30, 9
2014/3/21, 130, 120, 27, 26, 42, 10
2014/3/22, 174, 136, 29, 24, 34, 12
2014/3/23, 207, 80, 21, 20, 18, 7
2014/3/24, 163, 50, 26, 9, 5, 6
2014/3/25, 121, 104, 26, 30, 34, 10
2014/3/26, 151, 151, 29, 27, 31, 12
2014/3/27, 237, 61, 36, 10, 9, 9
2014/3/28, 125, 79, 31, 11, 7, 8
2014/3/29, 157, 109, 39, 22, 21, 14
2014/3/30, 185, 75, 35, 19, 19, 10
2014/3/31, 149, 77, 37, 29, 24, 8
2022/9/21, , 46, 38, 11, 1, 2
2020/3/31, , 32, 67, 6, 6, 2
2019/12/31, , 56, 13, 13, 7, 9
2019/1/1, , 45, 16, 13, 7, 7
2018/8/21, , 53, 38, 10, 6, 5
2018/8/22, , 56, 34, 13, 6, 11
2017/9/10, , 31, 60, 9, 6, 7
2017/1/1, , 79, 31, 19, 14, 16
2016/4/17, , 32, 38, 11, 9, 6
2016/1/2, , 106, , 18, 23, 17
2014/12/31, , 38, 17, 3, 9, 2
2014/9/21, , 53, , 27, 1, 1
2014/6/24, , 65, 18, 16, 4, 
2013/12/31, , 86, 15, 18, 27, 9
