date, pm25, pm10, o3, no2, so2, co
2024/6/1, 46, 38, , 9, 4, 8
2024/6/2, 76, 43, , 6, 4, 8
2024/6/3, 86, 34, , 7, 4, 8
2024/6/4, 76, 17, , 5, 3, 3
2024/6/5, 44, 22, , 4, 4, 3
2024/6/6, 57, 18, , 3, 4, 4
2024/6/7, 54, 26, , 6, 4, 5
2024/6/8, 72, 32, , 2, 4, 5
2024/6/9, 87, 28, , 2, 4, 5
2024/6/10, 75, 35, , 4, 5, 5
2024/6/11, 81, 25, , 4, 4, 3
2024/6/12, 52, 16, , 4, 3, 3
2024/6/13, 52, 16, , 5, 4, 3
2024/6/14, 53, 22, , 10, 4, 4
2024/6/15, 83, , , , , 
2024/5/1, 118, 52, , 7, 4, 5
2024/5/2, 87, 47, , 7, 4, 5
2024/5/3, 88, 26, , 5, 3, 4
2024/5/4, 54, 22, , 3, 2, 5
2024/5/5, 52, 37, , 6, 3, 5
2024/5/6, 88, 45, , 7, 4, 6
2024/5/7, 98, 55, , 10, 5, 8
2024/5/8, 108, 64, , 9, 5, 6
2024/5/9, 111, 48, , 5, 4, 5
2024/5/10, 75, 106, , 6, 3, 4
2024/5/11, 124, 45, , 7, 3, 4
2024/5/12, 52, 44, , 9, 4, 5
2024/5/13, 72, 64, , 7, 5, 6
2024/5/14, 97, 54, , 4, 3, 4
2024/5/15, 49, 57, , 10, 4, 6
2024/5/16, 80, 52, , 5, 4, 5
2024/5/17, 82, 31, , 3, 4, 4
2024/5/18, 64, 19, , 4, 4, 6
2024/5/19, 61, 33, , 6, 4, 6
2024/5/20, 86, 43, , 7, 4, 6
2024/5/21, 78, 19, , 4, 4, 4
2024/5/22, 56, 28, , 6, 5, 6
2024/5/23, 82, 31, , 7, 3, 6
2024/5/24, 82, 27, , 5, 2, 4
2024/5/25, 62, 19, , 5, 3, 5
2024/5/26, 64, 17, , 6, 3, 5
2024/5/27, 38, 36, , 10, 6, 10
2024/5/28, 82, 35, , 10, 6, 5
2024/5/29, 67, 23, , 6, 3, 5
2024/5/30, 54, 26, , 5, 3, 6
2024/5/31, 58, 28, , 6, 4, 7
2024/4/1, 81, 45, , 3, 3, 6
2024/4/2, 76, 42, , 6, 4, 6
2024/4/3, 73, 48, , 5, 3, 5
2024/4/4, 88, 56, , 8, 3, 4
2024/4/5, 105, 71, , 10, 6, 6
2024/4/6, 148, 90, , 14, 6, 9
2024/4/7, 167, 77, , 8, 5, 7
2024/4/8, 120, 91, , 11, 5, 8
2024/4/9, 163, 64, , 10, 4, 5
2024/4/10, 139, 47, , 7, 4, 5
2024/4/11, 87, 39, , 7, 4, 5
2024/4/12, 78, 24, , 5, 4, 5
2024/4/13, 54, 16, , 3, 4, 5
2024/4/14, 42, 36, , 9, 4, 11
2024/4/15, 92, 57, , 10, 4, 7
2024/4/16, 68, 40, , 9, 5, 6
2024/4/17, 49, 64, , 9, 6, 6
2024/4/18, 86, 67, , 9, 6, 6
2024/4/19, 108, 60, , 6, 5, 5
2024/4/20, 97, 60, , 6, 5, 6
2024/4/21, 116, 27, , 4, 5, 5
2024/4/22, 62, 21, , 6, 5, 5
2024/4/23, 53, 21, , 6, 4, 6
2024/4/24, 54, 39, , 7, 3, 7
2024/4/25, 78, 43, , 7, 3, 6
2024/4/26, 73, 49, , 11, 4, 7
2024/4/27, 88, 55, , 10, 5, 8
2024/4/28, 86, 50, , 7, 4, 8
2024/4/29, 102, 51, , 7, 5, 7
2024/4/30, 124, 53, , 11, 5, 8
2024/1/1, 116, 78, , 13, 6, 12
2024/1/2, 153, 74, , 13, 5, 11
2024/1/3, 159, 64, , 16, 6, 9
2024/1/4, 139, 37, , 10, 4, 6
2024/1/5, 85, 28, , 9, 7, 6
2024/1/6, 71, 25, , 5, 4, 5
2024/1/7, 58, 37, , 12, 4, 8
2024/1/8, 94, 42, , 10, 4, 8
2024/1/9, 107, 38, , 9, 4, 7
2024/1/10, 89, 67, , 12, 5, 9
2024/1/11, 135, 38, , 12, 4, 7
2024/1/12, 79, 37, , 9, 5, 7
2024/1/13, 82, 33, , 5, 3, 5
2024/1/14, 64, 38, , 8, 4, 8
2024/1/15, 65, 66, , 19, 6, 12
2024/1/16, 145, 42, , 14, 5, 7
2024/1/17, 112, 42, , 9, 4, 7
2024/1/18, 101, 56, , 15, 7, 10
2024/1/19, 132, 59, , 16, 6, 10
2024/1/20, 140, 32, , 3, 2, 5
2024/1/21, 63, 20, , 2, 2, 7
2024/1/22, 44, 21, , 4, 3, 7
2024/1/23, 48, 34, , 5, 3, 8
2024/1/24, 57, 44, , 14, 4, 10
2024/1/25, 102, 61, , 17, 5, 11
2024/1/26, 143, 35, , 9, 5, 6
2024/1/27, 82, 46, , 13, 5, 8
2024/1/28, 113, 60, , 13, 5, 10
2024/1/29, 153, 46, , 9, 4, 8
2024/1/30, 121, 46, , 9, 5, 8
2024/1/31, 108, 25, , 4, 3, 4
2024/2/1, 56, 45, , 9, 5, 8
2024/2/2, 109, 53, , 13, 6, 10
2024/2/3, 138, 46, , 11, 6, 9
2024/2/4, 122, 59, , 12, 5, 10
2024/2/5, 146, 31, , 4, 3, 4
2024/2/6, 88, 30, , 4, 3, 5
2024/2/7, 85, 41, , 6, 4, 7
2024/2/8, 110, 82, , 11, 7, 11
2024/2/9, 172, 199, , 13, 7, 17
2024/2/10, 322, 64, , 8, 6, 11
2024/2/11, 159, 73, , 9, 6, 10
2024/2/12, 160, 69, , 11, 6, 11
2024/2/13, 155, 41, , 6, 4, 9
2024/2/14, 88, 33, , 3, 4, 5
2024/2/15, 62, 32, , 7, 6, 6
2024/2/16, 84, 29, , 5, 4, 5
2024/2/17, 73, 14, , 5, 5, 6
2024/2/18, 47, 25, , 3, 4, 6
2024/2/19, 59, 40, , 5, 4, 7
2024/2/20, 60, 72, , 6, 4, 7
2024/2/21, 69, 46, , 6, 4, 6
2024/2/22, 67, 50, , 10, 7, 9
2024/2/23, 114, 72, , 17, 8, 11
2024/2/24, 161, 53, , 7, 5, 6
2024/2/25, 132, 54, , 7, 5, 7
2024/2/26, 125, 74, , 13, 6, 8
2024/2/27, 156, 79, , 15, 5, 11
2024/2/28, 169, 56, , 8, 5, 8
2024/2/29, 128, 35, , 4, 4, 5
2024/3/1, 57, 60, , 11, 5, 7
2024/3/2, 122, 45, , 9, 5, 6
2024/3/3, 97, 36, , 6, 4, 8
2024/3/4, 91, 47, , 9, 6, 9
2024/3/5, 115, 44, , 7, 6, 7
2024/3/6, 92, 47, , 10, 5, 7
2024/3/7, 105, 41, , 6, 4, 5
2024/3/8, 85, 36, , 9, 5, 5
2024/3/9, 72, 55, , 12, 7, 6
2024/3/10, 128, 59, , 12, 5, 6
2024/3/11, 138, 48, , 11, 7, 6
2024/3/12, 114, 75, , 11, 8, 7
2024/3/13, 158, 91, , 12, 10, 8
2024/3/14, 174, 94, , 14, 7, 9
2024/3/15, 174, 59, , 14, 8, 7
2024/3/16, 129, 67, , 4, 4, 5
2024/3/17, 77, 54, , 13, 6, 6
2024/3/18, 115, 42, , 7, 5, 6
2024/3/19, 81, 23, , 5, 5, 5
2024/3/20, 50, 39, , 10, 7, 5
2024/3/21, 75, 60, , 6, 4, 6
2024/3/22, 105, 55, , 11, 5, 8
2024/3/23, 117, 55, , 9, 5, 9
2024/3/24, 112, 42, , 9, 5, 11
2024/3/25, 103, 50, , 9, 6, 10
2024/3/26, 123, 55, , 7, 5, 9
2024/3/27, 140, 167, , 8, 4, 5
2024/3/28, 141, 86, , 9, 4, 4
2024/3/29, 97, 69, , 8, 4, 5
2024/3/30, 84, 41, , 5, 3, 4
2024/3/31, 61, 53, , 4, 3, 8
2023/10/1, 29, 18, 52, 7, 4, 5
2023/10/2, 39, 33, 59, 9, 5, 6
2023/10/3, 61, 35, 43, 7, 4, 5
2023/10/4, 66, 20, 31, 5, 3, 3
2023/10/5, 25, 34, 36, 9, 4, 7
2023/10/6, 51, 31, 46, 7, 4, 5
2023/10/7, 59, 31, 63, 6, 4, 6
2023/10/8, 66, 23, 38, 6, 4, 5
2023/10/9, 60, 30, 50, 8, 5, 7
2023/10/10, 77, 38, 46, 8, 4, 7
2023/10/11, 87, 45, 72, 7, 4, 9
2023/10/12, 93, 30, 41, 8, 3, 5
2023/10/13, 64, 30, 45, 7, 4, 4
2023/10/14, 78, 25, 33, 7, 3, 3
2023/10/15, 43, 30, 25, 7, 3, 3
2023/10/16, 32, 20, 43, 8, 4, 2
2023/10/17, 45, 51, 48, 11, 4, 5
2023/10/18, 94, 15, 26, 8, 4, 2
2023/10/19, 31, 14, 27, 4, 3, 2
2023/10/20, 17, 25, 27, 8, 3, 3
2023/10/21, 40, 78, 55, 12, 4, 5
2023/10/22, 110, 82, 68, 12, 5, 6
2023/10/23, 151, 86, 67, 12, 6, 7
2023/10/24, 121, 109, 75, 16, 6, 9
2023/10/25, 161, 40, 33, 8, 4, 4
2023/10/26, 50, 26, 32, 9, 4, 4
2023/10/27, 35, 38, 39, 9, 5, 8
2023/10/28, 71, 56, 53, 8, 5, 6
2023/10/29, 101, 62, 50, 14, 7, 7
2023/10/30, 107, 88, 67, 9, 6, 8
2023/10/31, 145, 130, 48, 13, 6, 11
2023/11/1, 194, 80, 71, 10, 6, 8
2023/11/2, 141, 27, 20, 10, 4, 5
2023/11/3, 48, 42, 23, 14, 4, 7
2023/11/4, 81, 34, 21, 11, 3, 9
2023/11/5, 79, 24, 26, 6, 2, 6
2023/11/6, 70, 18, 30, 5, 3, 4
2023/11/7, 58, 30, 32, 10, 3, 7
2023/11/8, 71, 25, 29, 7, 2, 6
2023/11/9, 84, 14, , 5, 2, 3
2023/11/10, 44, 14, , 4, 1, 3
2023/11/11, 45, 19, , 4, 2, 5
2023/11/12, 56, 30, , 10, 2, 6
2023/11/13, 71, 70, , 19, 4, 9
2023/11/14, 148, 82, , 20, 6, 9
2023/11/15, 169, 40, , 13, 4, 6
2023/11/16, 103, 16, , 4, 3, 3
2023/11/17, 39, 25, , 7, 3, 6
2023/11/18, 64, 32, , 9, 5, 6
2023/11/19, 70, 16, , 9, 5, 5
2023/11/20, 46, 44, , 10, 5, 6
2023/11/21, 89, 79, , 11, 5, 9
2023/11/22, 153, 24, , 5, 4, 4
2023/11/23, 57, 17, , 2, 3, 5
2023/11/24, 29, 17, , 4, 3, 7
2023/11/25, 46, 49, , 11, 5, 11
2023/11/26, 111, 55, , 11, 6, 8
2023/11/27, 126, 21, , 7, 3, 5
2023/11/28, 53, 25, , 5, 4, 5
2023/11/29, 55, 27, , 5, 3, 4
2023/11/30, 56, 27, , 9, 3, 4
2023/12/1, 65, 33, , 8, 4, 5
2023/12/2, 64, 45, , 12, 4, 5
2023/12/3, 78, 87, , 17, 7, 9
2023/12/4, 160, 88, , 16, 5, 13
2023/12/5, 173, 53, , 12, 5, 9
2023/12/6, 101, 93, , 13, 6, 7
2023/12/7, 118, 105, , 21, 6, 9
2023/12/8, 163, 43, , 11, 6, 7
2023/12/9, 78, 36, , 8, 4, 6
2023/12/10, 68, 58, , 8, 3, 8
2023/12/11, 80, 51, , 9, 3, 9
2023/12/12, 103, 76, , 23, 8, 16
2023/12/13, 165, 71, , 17, 5, 12
2023/12/14, 156, 49, , 4, 2, 5
2023/12/15, 71, 22, , 3, 2, 4
2023/12/16, 39, 31, , 6, 2, 7
2023/12/17, 72, 32, , 9, 3, 11
2023/12/18, 85, 48, , 9, 4, 11
2023/12/19, 125, 17, , 5, 3, 6
2023/12/20, 53, 31, , 5, 2, 5
2023/12/21, 62, 33, , 9, 2, 6
2023/12/22, 65, 51, , 13, 3, 13
2023/12/23, 132, 42, , 10, 3, 11
2023/12/24, 107, 47, , 15, 5, 9
2023/12/25, 114, 48, , 13, 6, 9
2023/12/26, 115, 26, , 11, 4, 6
2023/12/27, 68, 56, , 15, 4, 9
2023/12/28, 115, 66, , 17, 5, 11
2023/12/29, 162, 61, , 12, 3, 12
2023/12/30, 151, 77, , 7, 3, 8
2023/12/31, 139, 44, , 11, 4, 9
2023/7/1, 71, 19, 39, 6, 4, 5
2023/7/2, 43, 12, 33, 5, 4, 5
2023/7/3, 34, 10, 47, 5, 4, 5
2023/7/4, 35, 35, 107, 5, 5, 7
2023/7/5, 69, 61, 111, 7, 4, 6
2023/7/6, 79, 38, 71, 5, 3, 4
2023/7/7, 67, 17, 51, 2, 3, 4
2023/7/8, 41, 28, 67, 4, 3, 7
2023/7/9, 76, 33, 77, 8, 4, 7
2023/7/10, 79, 31, 64, 4, 3, 7
2023/7/11, 89, 31, 37, 6, 3, 7
2023/7/12, 86, 13, 43, 2, 2, 5
2023/7/13, 32, 27, 74, 5, 2, 7
2023/7/14, 61, 21, 48, 5, 3, 5
2023/7/15, 35, 18, 45, 4, 3, 5
2023/7/16, 30, 18, 49, 5, 3, 5
2023/7/17, 41, 25, 70, 7, 3, 5
2023/7/18, 63, 39, 81, 6, 4, 6
2023/7/19, 89, 44, 82, 8, 4, 6
2023/7/20, 104, 31, 61, 5, 3, 5
2023/7/21, 79, 16, 41, 3, 3, 4
2023/7/22, 31, 22, 54, 3, 4, 6
2023/7/23, 56, 24, 53, 4, 4, 6
2023/7/24, 76, 16, 51, 3, 4, 5
2023/7/25, 79, 17, 44, 5, 4, 5
2023/7/26, 64, 9, 24, 4, 4, 4
2023/7/27, 20, 15, 22, 3, 3, 4
2023/7/28, 41, 7, 14, 3, 3, 4
2023/7/29, 27, 16, 23, 1, 3, 
2023/7/30, 59, 24, 18, 1, 3, 4
2023/7/31, 58, 22, 17, 3, 3, 4
2023/8/1, 59, 20, 35, 6, 4, 3
2023/8/2, 60, 26, 44, 6, 3, 3
2023/8/3, 67, 25, 51, 7, 3, 3
2023/8/4, 64, 17, 36, 7, 3, 4
2023/8/5, 50, 11, 30, 4, 3, 4
2023/8/6, 33, 16, 47, 5, 3, 5
2023/8/7, 52, 33, 87, 6, 4, 8
2023/8/8, 82, 29, 83, 6, 4, 7
2023/8/9, 76, 25, 56, 7, 4, 5
2023/8/10, 55, 25, 43, 5, 2, 2
2023/8/11, 40, 20, 57, 4, 2, 4
2023/8/12, 59, 8, 46, 3, 2, 6
2023/8/13, 32, 17, 43, 4, 3, 7
2023/8/14, 48, 20, 48, 5, 3, 5
2023/8/15, 53, 43, 100, 5, 4, 7
2023/8/16, 111, 40, 90, 6, 3, 8
2023/8/17, 104, 33, 77, 5, 2, 7
2023/8/18, 101, 34, 56, 5, 3, 7
2023/8/19, 109, 26, 49, 6, 4, 7
2023/8/20, 83, 11, 28, 5, 3, 5
2023/8/21, 45, 18, 56, 5, 4, 7
2023/8/22, 57, 21, 59, 6, 6, 7
2023/8/23, 50, 29, 64, 6, 4, 7
2023/8/24, 62, 25, 49, 5, 4, 6
2023/8/25, 57, 21, 38, 6, 3, 5
2023/8/26, 50, 25, 39, 6, 3, 5
2023/8/27, 57, 13, 38, 4, 3, 6
2023/8/28, 42, 12, 37, 4, 3, 7
2023/8/29, 33, 16, 41, 5, 4, 6
2023/8/30, 44, 23, 54, 8, 3, 4
2023/8/31, 53, 21, 49, 6, 3, 2
2023/9/1, 52, 28, 71, 7, 5, 6
2023/9/2, 67, 21, 53, 6, 4, 3
2023/9/3, 59, 26, 54, 8, 3, 
2023/9/4, 71, 45, 78, 6, 4, 4
2023/9/5, 105, 33, 58, 8, 6, 5
2023/9/6, 77, 36, 52, 8, 4, 4
2023/9/7, 70, 32, 68, 7, 3, 1
2023/9/8, 80, 31, 60, 8, 3, 2
2023/9/9, 83, 34, 42, 7, 3, 3
2023/9/10, 81, 29, 61, 7, 3, 3
2023/9/11, 82, 19, 41, 7, 3, 2
2023/9/12, 48, 19, 44, 7, 2, 1
2023/9/13, 33, 34, 64, 8, 3, 3
2023/9/14, 59, 30, 47, 7, 2, 3
2023/9/15, 59, 17, 41, 5, 2, 2
2023/9/16, 45, 20, 54, 6, 3, 2
2023/9/17, 55, 40, 72, 9, 4, 4
2023/9/18, 105, 18, 39, 7, 4, 2
2023/9/19, 39, 21, 38, 6, 3, 2
2023/9/20, 27, 31, 60, 8, 5, 4
2023/9/21, 54, 41, 75, 7, 4, 5
2023/9/22, 67, 26, 43, 8, 4, 5
2023/9/23, 55, 29, 48, 5, 3, 6
2023/9/24, 59, 9, 33, 4, 3, 5
2023/9/25, 38, 18, 42, 4, 3, 6
2023/9/26, 48, 46, 59, 6, 4, 11
2023/9/27, 133, 16, 37, 7, 4, 9
2023/9/28, 66, 26, 71, 8, 5, 4
2023/9/29, 38, 26, 37, 5, 4, 4
2023/9/30, 32, 17, 37, 5, 3, 3
2023/4/1, 139, 46, 73, 8, 3, 6
2023/4/2, 94, 49, 66, 7, 3, 7
2023/4/3, 103, 57, 49, 11, 5, 9
2023/4/4, 127, 90, 52, 10, 3, 12
2023/4/5, 157, 38, 34, 10, 4, 6
2023/4/6, 80, 24, 36, 7, 3, 6
2023/4/7, 36, 60, 30, 11, 4, 7
2023/4/8, 56, 64, 76, 11, 5, 7
2023/4/9, 113, 70, 75, 11, 5, 8
2023/4/10, 130, 175, 52, 9, 3, 5
2023/4/11, 135, 130, 36, 10, 4, 4
2023/4/12, 101, 162, 33, 12, 4, 5
2023/4/13, 132, 92, 40, 9, 3, 6
2023/4/14, 99, 161, 34, 12, 3, 5
2023/4/15, 146, 106, 45, 10, 3, 5
2023/4/16, 127, 66, 50, 8, 3, 5
2023/4/17, 87, 69, 49, 10, 3, 7
2023/4/18, 103, 49, 55, 9, 3, 7
2023/4/19, 87, 62, 35, 9, 4, 6
2023/4/20, 92, 56, 38, 9, 5, 6
2023/4/21, 67, 45, 43, 8, 4, 6
2023/4/22, 67, 42, 43, 8, 5, 6
2023/4/23, 68, 37, 44, 7, 4, 5
2023/4/24, 70, 45, 43, 9, 4, 6
2023/4/25, 86, 22, 43, 7, 4, 5
2023/4/26, 43, 49, 53, 8, 3, 5
2023/4/27, 68, 69, 46, 11, 3, 4
2023/4/28, 104, 41, 41, 7, 3, 3
2023/4/29, 59, 44, 42, 8, 4, 4
2023/4/30, 64, 31, 52, 8, 5, 3
2023/5/1, 59, 49, 78, 7, 4, 3
2023/5/2, 76, 51, 67, 6, 4, 3
2023/5/3, 76, 19, 47, 4, 3, 3
2023/5/4, 26, 20, 40, 5, 2, 4
2023/5/5, 52, 39, 42, 10, 4, 4
2023/5/6, 59, 40, 47, 8, 4, 4
2023/5/7, 62, 51, 86, 10, 5, 8
2023/5/8, 88, 37, 63, 8, 4, 4
2023/5/9, 68, 29, 57, 9, 4, 6
2023/5/10, 63, 50, 83, 11, 4, 8
2023/5/11, 100, 33, 95, 11, 5, 5
2023/5/12, 85, 56, 56, 7, 3, 6
2023/5/13, 88, 49, 66, 5, 2, 7
2023/5/14, 81, 36, 62, 5, 3, 6
2023/5/15, 78, 43, 96, 5, 3, 6
2023/5/16, 91, 37, 60, 5, 3, 4
2023/5/17, 76, 39, 53, 6, 3, 7
2023/5/18, 90, 35, 66, 9, 4, 6
2023/5/19, 71, 63, 41, 8, 3, 4
2023/5/20, 92, 160, 38, 7, 3, 4
2023/5/21, 135, 92, 62, 9, 4, 9
2023/5/22, 114, 40, 56, 9, 4, 6
2023/5/23, 53, 54, 86, 11, 6, 5
2023/5/24, 90, 40, 55, 8, 4, 4
2023/5/25, 50, 52, 58, 8, 4, 6
2023/5/26, 87, 19, 44, 3, 3, 
2023/5/27, 45, 31, 44, 6, 4, 6
2023/5/28, 75, 43, 81, 8, 6, 6
2023/5/29, 79, 32, 46, 11, 5, 5
2023/5/30, 58, 34, 51, 11, 5, 5
2023/5/31, 59, 39, 62, 10, 5, 5
2023/6/1, 74, 37, 50, 7, 4, 4
2023/6/2, 52, 32, 58, 8, 4, 5
2023/6/3, 50, 34, 83, 9, 5, 5
2023/6/4, 55, 49, 79, 7, 5, 6
2023/6/5, 75, 46, 71, 8, 5, 6
2023/6/6, 82, 41, 93, 8, 5, 6
2023/6/7, 83, 27, 57, 6, 3, 5
2023/6/8, 61, 34, 79, 8, 3, 5
2023/6/9, 48, 42, 63, 6, 3, 7
2023/6/10, 79, 21, 63, 5, 3, 6
2023/6/11, 53, 25, 62, 6, 4, 7
2023/6/12, 56, 24, 62, 5, 3, 7
2023/6/13, 61, 20, 66, 6, 3, 7
2023/6/14, 44, 22, 68, 7, 3, 5
2023/6/15, 50, 28, 77, 5, 2, 4
2023/6/16, 61, 31, 51, 5, 2, 4
2023/6/17, 72, 32, 75, 5, 2, 5
2023/6/18, 78, 35, 52, 9, 3, 6
2023/6/19, 85, 11, 51, 3, 2, 5
2023/6/20, 25, 28, 91, 4, 3, 8
2023/6/21, 67, 26, 81, 5, 3, 6
2023/6/22, 48, 25, 88, 5, 2, 6
2023/6/23, 61, 27, 65, 4, 3, 4
2023/6/24, 59, 22, 43, 3, 2, 5
2023/6/25, 53, 15, 41, 5, , 5
2023/6/26, 49, 28, 86, 6, 3, 5
2023/6/27, 65, 26, 56, 4, 3, 6
2023/6/28, 65, 14, 45, 4, 3, 5
2023/6/29, 45, 22, 55, 6, 4, 5
2023/6/30, 56, 32, 84, 7, 4, 5
2023/1/2, 79, 41, 22, 12, 6, 7
2023/1/3, 90, 53, 19, 18, 6, 8
2023/1/4, 100, 90, 22, 20, 6, 11
2023/1/5, 157, 185, 20, 26, 9, 14
2023/1/6, 254, 90, 24, 15, 6, 8
2023/1/7, 157, 71, 24, 13, 5, 7
2023/1/8, 103, 33, 27, 9, 6, 4
2023/1/9, 57, 46, 24, 15, 6, 4
2023/1/10, 81, 45, 26, 20, 8, 4
2023/1/11, 101, 31, 29, 10, 4, 3
2023/1/12, 70, 44, 22, 9, 3, 6
2023/1/13, 90, 84, 25, 3, 3, 2
2023/1/14, 35, 38, 26, 3, 4, 3
2023/1/15, 45, 40, 24, 10, 7, 6
2023/1/16, 69, 73, 23, 10, 6, 7
2023/1/17, 89, 82, 25, 10, 7, 7
2023/1/18, 93, 113, 26, 12, 8, 8
2023/1/19, 138, 33, 26, 4, 5, 4
2023/1/20, 50, 55, 27, 8, 7, 7
2023/1/21, 94, 141, 18, 9, 7, 12
2023/1/22, 221, 50, 26, 4, 5, 7
2023/1/23, 100, 33, 27, 2, 5, 6
2023/1/24, 42, 31, 27, 6, 7, 7
2023/1/25, 62, 47, 26, 7, 7, 10
2023/1/26, 100, 25, 27, 5, 6, 7
2023/1/27, 57, 42, 26, 7, 6, 8
2023/1/28, 53, 52, 28, 8, 9, 7
2023/1/29, 69, 40, 28, 5, 7, 7
2023/1/30, 64, 83, 22, 10, 10, 15
2023/1/31, 143, 49, 28, 5, 6, 8
2023/2/1, 68, 42, 25, 5, 7, 7
2023/2/2, 64, 41, 26, 10, 8, 9
2023/2/3, 89, 50, 24, 12, 6, 7
2023/2/4, 120, 59, 31, 16, 9, 8
2023/2/5, 134, 96, 21, 17, 7, 13
2023/2/6, 184, 54, 24, 16, 7, 9
2023/2/7, 132, 49, 28, 13, 7, 8
2023/2/8, 124, 28, 30, 9, 5, 8
2023/2/9, 79, 58, 28, 17, 4, 9
2023/2/10, 131, 95, 32, 24, 5, 12
2023/2/11, 186, 83, 22, 18, 5, 14
2023/2/12, 173, 29, 32, 8, 4, 6
2023/2/13, 67, 33, 30, 9, 4, 6
2023/2/14, 70, 44, 27, 13, 5, 9
2023/2/15, 99, 41, 28, 19, 7, 8
2023/2/16, 97, 72, 22, 26, 8, 9
2023/2/17, 157, 60, 25, 11, 3, 9
2023/2/18, 145, 32, 29, 6, 3, 4
2023/2/19, 56, 33, 30, 3, 4, 4
2023/2/20, 51, 32, 28, 6, 5, 5
2023/2/21, 59, 47, 26, 16, 7, 7
2023/2/22, 91, 87, 21, 19, 6, 10
2023/2/23, 164, 24, 31, 8, 4, 6
2023/2/24, 61, 27, 29, 9, 4, 6
2023/2/25, 56, 51, 37, 17, 7, 8
2023/2/26, 114, 52, 37, 20, 8, 7
2023/2/27, 125, 72, 29, 21, 8, 8
2023/2/28, 157, 47, 30, 12, 7, 7
2023/3/1, 97, 43, 30, 9, 5, 5
2023/3/2, 64, 70, 33, 14, 20, 7
2023/3/3, 134, 55, 34, 6, 3, 10
2023/3/4, 128, 36, 48, 7, 4, 5
2023/3/5, 90, 63, 44, 10, 5, 7
2023/3/6, 142, 53, 45, 8, 3, 6
2023/3/7, 128, 65, 44, 12, 4, 10
2023/3/8, 138, 72, 39, 19, 5, 8
2023/3/9, 147, 50, 46, 5, 3, 8
2023/3/10, 125, 63, 31, 7, 5, 5
2023/3/11, 67, 37, 32, 4, 4, 4
2023/3/12, 44, 53, 34, 10, 4, 6
2023/3/13, 67, 66, 45, 12, 6, 7
2023/3/14, 103, 78, 33, 4, 4, 7
2023/3/15, 66, 44, 31, 7, 3, 5
2023/3/16, 53, 44, 30, 14, 5, 6
2023/3/17, 77, 73, 28, 18, 5, 9
2023/3/18, 126, 59, 53, 12, 6, 7
2023/3/19, 128, 76, 41, 16, 7, 8
2023/3/20, 149, 53, 46, 11, 5, 7
2023/3/21, 115, 55, 42, 11, 4, 11
2023/3/22, 117, 159, 35, 8, 4, 9
2023/3/23, 123, 52, 35, 6, 4, 5
2023/3/24, 58, 46, 32, 10, 4, 7
2023/3/25, 82, 50, 41, 10, 5, 8
2023/3/26, 94, 75, 39, 13, 6, 9
2023/3/27, 138, 68, 59, 9, 4, 5
2023/3/28, 139, 82, 80, 14, 5, 8
2023/3/29, 153, 74, 66, 14, 4, 8
2023/3/30, 147, 88, 58, 20, 5, 8
2023/3/31, 158, 74, 50, 19, 4, 8
2022/10/1, 21, 13, 44, 5, 2, 3
2022/10/2, 26, 13, 28, 8, 2, 2
2022/10/3, 39, 11, 26, 6, 2, 1
2022/10/4, 16, 14, 28, 8, 3, 1
2022/10/5, 22, 23, 31, 10, 3, 2
2022/10/6, 42, 40, 51, 11, 4, 4
2022/10/7, 87, 36, 60, 9, 4, 3
2022/10/8, 81, 19, 44, 8, 3, 2
2022/10/9, 43, 10, 26, 6, 3, 1
2022/10/10, 26, 14, 30, 8, 3, 2
2022/10/11, 25, 31, 46, 12, 4, 4
2022/10/12, 66, 43, 62, 13, 4, 4
2022/10/13, 99, 59, 43, 16, 4, 5
2022/10/14, 135, 101, 53, 19, 4, 6
2022/10/15, 173, 41, 27, 11, 4, 3
2022/10/16, 77, 23, 20, 9, 3, 2
2022/10/17, 26, 23, 24, 10, 3, 2
2022/10/18, 35, 44, 38, 16, 5, 4
2022/10/19, 86, 49, 54, 15, 5, 3
2022/10/20, 91, 41, 44, 14, 5, 4
2022/10/21, 81, 46, 29, 14, 5, 4
2022/10/22, 86, 21, 31, 11, 5, 2
2022/10/23, 39, 20, 29, 10, 4, 1
2022/10/24, 42, 20, 37, 9, 4, 1
2022/10/25, 33, 26, 35, 10, 4, 6
2022/10/26, 61, 38, 20, 13, 6, 6
2022/10/27, 55, 28, 25, 13, 5, 5
2022/10/28, 61, 46, 16, 23, 6, 13
2022/10/29, 93, 50, 21, 26, 5, 12
2022/10/30, 100, 75, 36, 18, 4, 13
2022/10/31, 152, 28, 23, 12, 4, 10
2022/11/1, 52, 31, 17, 18, 3, 8
2022/11/2, 68, 23, 21, 10, 3, 6
2022/11/3, 47, 22, 26, 10, 3, 6
2022/11/4, 42, 33, 25, 13, 4, 6
2022/11/5, 58, 62, 32, 18, 6, 7
2022/11/6, 140, 63, 31, 17, 6, 7
2022/11/7, 132, 38, 30, 16, 5, 5
2022/11/8, 78, 80, 36, 19, 6, 8
2022/11/9, 166, 55, 41, 10, 3, 6
2022/11/10, 126, 51, 44, 8, 3, 5
2022/11/11, 116, 34, 38, 7, 3, 4
2022/11/12, 61, 19, 20, 6, 3, 3
2022/11/13, 56, 35, 23, 12, 3, 5
2022/11/14, 81, 68, 20, 16, 5, 8
2022/11/15, 133, 41, 23, 16, 5, 6
