date, pm25, pm10, o3, no2, so2, co
2020-04-19,63,17,35,17,2,4
2020-04-20,35,33,36,13,3,2
2020-04-21,38,71,31,12,2,3
2020-04-22,43,48,30,13,4,3
2020-04-23,52,45,44,20,4,4
2020-04-24,51,58,61,16,4,4
2020-04-25,80,33,43,11,4,3
2020-04-26,54,37,40,20,4,4
2020-04-27,67,41,48,26,4,4
2020-04-28,74,52,54,25,4,4
2020-04-29,93,40,48,26,3,3
2020-04-30,68,54,44,11,2,3
2020-05-01,93,53,43,12,3,3
2020-05-02,91,30,39,12,2,3
2020-05-03,61,40,32,19,2,4
2020-05-04,62,41,24,27,3,4
2020-05-05,72,36,41,25,3,4
2020-05-06,64,31,35,21,3,3
2020-05-07,49,29,39,26,3,3
2020-05-08,46,14,35,16,3,3
2020-05-09,32,30,45,13,4,5
2020-05-10,73,97,42,21,3,5
2020-05-11,108,48,37,17,3,4
2020-05-12,62,34,34,23,3,3
2020-05-13,36,43,35,37,4,4
2020-05-14,32,32,23,27,3,4
2020-05-15,46,25,22,25,2,5
2020-05-16,51,38,34,16,2,4
2020-05-17,88,34,35,22,2,5
2020-05-18,82,15,27,14,2,3
2020-05-19,25,8,23,14,2,3
2020-05-20,16,22,26,26,3,2
2020-05-21,43,50,36,31,3,4
2020-05-22,107,55,49,23,5,4
2020-05-23,115,27,35,12,3,3
2020-05-24,68,42,35,24,3,5
2020-05-25,100,46,36,27,3,5
2020-05-26,101,26,37,23,3,4
2020-05-27,59,31,39,39,5,6
2020-05-28,72,39,32,42,4,6
2020-05-29,80,43,61,42,4,6
2020-05-30,94,41,56,25,4,5
2020-05-31,96,23,30,31,4,4
2020-06-01,49,27,39,31,3,6
2020-06-02,58,51,52,17,3,4
2020-06-03,89,51,44,17,2,4
2020-06-04,87,50,52,20,2,4
2020-06-05,89,56,84,22,3,6
2020-06-06,106,47,59,13,3,4
2020-06-07,95,43,59,20,3,4
2020-06-08,84,51,58,27,3,4
2020-06-09,83,48,50,29,4,4
2020-06-10,81,30,35,17,4,4
2020-06-11,62,47,30,39,4,5
2020-06-12,75,54,102,28,4,4
2020-06-13,88,41,46,14,4,4
2020-06-14,82,31,36,19,4,4
2020-06-15,57,57,99,21,4,7
2020-06-16,116,53,70,31,5,7
2020-06-17,111,41,46,25,4,5
2020-06-18,83,25,44,16,2,3
2020-06-19,58,42,77,23,3,5
2020-06-20,84,38,78,14,3,4
2020-06-21,78,45,66,24,3,4
2020-06-22,83,45,59,35,5,4
2020-06-23,88,30,30,22,3,4
2020-06-24,69,14,24,17,3,4
2020-06-25,36,25,40,15,4,4
2020-06-26,55,27,52,19,3,4
2020-06-27,70,32,46,10,3,3
2020-06-28,78,36,37,21,3,5
2020-06-29,91,9,47,10,3,3
2020-06-30,19,22,26,20,3,4
2020-01-01,89,60,3,49,5,11
2020-01-02,133,64,13,46,6,11
2020-01-03,141,58,17,47,6,12
2020-01-04,127,56,8,54,6,12
2020-01-05,121,43,4,23,5,9
2020-01-06,99,10,9,19,4,6
2020-01-07,30,28,20,13,3,8
2020-01-08,67,52,19,23,4,7
2020-01-09,126,61,8,46,5,10
2020-01-10,144,56,21,43,5,10
2020-01-11,132,48,22,23,6,7
2020-01-12,115,29,18,24,4,4
2020-01-13,69,33,12,39,4,7
2020-01-14,80,41,15,36,5,7
2020-01-15,88,45,12,38,5,8
2020-01-16,96,59,6,56,6,10
2020-01-17,118,61,14,51,7,10
2020-01-18,124,59,23,45,5,11
2020-01-19,130,56,22,31,4,7
2020-01-20,98,48,16,47,7,7
2020-01-21,63,51,5,59,5,9
2020-01-22,72,61,22,49,6,10
2020-01-23,119,65,19,35,4,10
2020-01-24,152,52,11,43,4,9
2020-01-25,117,30,27,27,3,6
2020-01-26,68,10,32,11,3,3
2020-01-27,20,12,21,22,4,4
2020-01-28,24,17,15,32,4,5
2020-01-29,35,20,19,32,4,6
2020-01-30,43,29,15,31,3,6
2020-01-31,63,63,23,43,5,11
2020-02-01,139,65,22,35,5,10
2020-02-02,147,30,30,18,4,4
2020-02-03,64,27,23,29,4,5
2020-02-04,63,27,25,14,4,4
2020-02-05,47,44,17,34,5,6
2020-02-06,79,41,15,38,4,7
2020-02-07,86,44,25,17,4,6
2020-02-08,99,40,25,28,5,6
2020-02-09,86,52,19,49,5,8
2020-02-10,106,59,11,64,6,11
2020-02-11,116,51,7,60,5,11
2020-02-12,115,65,14,42,3,9
2020-02-13,152,75,14,53,4,11
2020-02-14,163,64,22,41,4,9
2020-02-15,146,26,25,16,2,6
2020-02-16,69,30,27,15,3,4
2020-02-17,70,26,23,24,4,4
2020-02-18,65,37,11,52,4,8
2020-02-19,89,61,10,57,4,9
2020-02-20,142,62,22,51,4,8
2020-02-21,134,64,30,19,3,6
2020-02-22,109,27,31,21,4,4
2020-02-23,48,40,15,49,5,6
2020-02-24,76,22,27,31,3,5
2020-02-25,48,19,22,28,3,5
2020-02-26,38,15,21,26,3,4
2020-02-27,29,28,7,45,3,6
2020-02-28,73,27,22,30,3,5
2020-02-29,71,49,24,34,4,8
2020-03-01,112,43,30,21,4,5
2020-03-02,96,40,26,43,4,6
2020-03-03,93,44,33,17,4,5
2020-03-04,100,39,25,21,4,4
2020-03-05,89,40,14,49,4,5
2020-03-06,85,57,18,52,5,6
2020-03-07,125,60,38,44,4,6
2020-03-08,143,61,30,53,4,7
2020-03-09,134,41,25,28,3,6
2020-03-10,99,38,25,18,3,3
2020-03-11,49,38,28,32,4,4
2020-03-12,58,35,28,16,4,4
2020-03-13,52,41,34,19,4,4
2020-03-14,73,45,35,15,3,4
2020-03-15,70,27,26,20,3,4
2020-03-16,51,49,22,36,4,5
2020-03-17,79,58,31,35,5,6
2020-03-18,114,58,49,19,4,4
2020-03-19,79,46,29,21,4,4
2020-03-20,38,54,40,26,4,4
2020-03-21,61,39,40,12,4,3
2020-03-22,61,47,34,31,5,5
2020-03-23,97,59,31,40,5,6
2020-03-24,116,53,43,46,6,6
2020-03-25,102,54,39,41,5,6
2020-03-26,106,46,28,17,3,4
2020-03-27,81,37,31,11,3,3
2020-03-28,30,44,41,17,4,4
2020-03-29,59, , , , , 
2019-10-01,104,25,8,24,4,5
2019-10-02,59,9,20,15,4,3
2019-10-03,19,30,26,28,5,6
2019-10-04,68,43,21,17,4,6
2019-10-05,82,12,29,12,3,3
2019-10-06,20,11,17,25,4,5
2019-10-07,26,25,27,23,4,5
2019-10-08,43,26,25,28,4,5
2019-10-09,40,33,11,43,5,6
2019-10-10,58,39,24,33,5,6
2019-10-11,62,29,22,16,4,4
2019-10-12,43,24,21,16,3,5
2019-10-13,43,39,22,19,4,7
2019-10-14,61,26,16,22,4,7
2019-10-15,39,34,21,24,4,7
2019-10-16,61,33,20,24,4,7
2019-10-17,66,19,21,23,4,6
2019-10-18,39,22,28,25,4,5
2019-10-19,45,41,32,31,4,7
2019-10-20,87,45,28,46,4,8
2019-10-21,90,40,25,44,5,7
2019-10-22,86,23,22,31,4,6
2019-10-23,54,29,32,23,4,5
2019-10-24,61,25,23,26,5,5
2019-10-25,51,24,25,17,4,5
2019-10-26,59,26,25,25,4,6
2019-10-27,64,34,25,35,5,6
2019-10-28,75,78,26,23,4,5
2019-10-29,73,28,17,34,5,6
2019-10-30,47,69,36,40,5,7
2019-10-31,94,82,25,40,5,8
2019-11-01,124,64,14,59,7,10
2019-11-02,128,49,28,32,5,7
2019-11-03,105,13,18,30,4,5
2019-11-04,29,35,24,43,6,7
2019-11-05,78,50,12,49,6,9
2019-11-06,106,50,25,32,5,6
2019-11-07,81,45,18,38,5,7
2019-11-08,58,39,8,58,7,9
2019-11-09,73,32,11,45,6,7
2019-11-10,77,21,16,37,5,6
2019-11-11,59,32,5,51,7,8
2019-11-12,74,30,5,44,6,8
2019-11-13,76,19,20, ,4,4
2019-11-14,27,25,5,42,4,7
2019-11-15,55,36,6,40,4,9
2019-11-16,80,28,11,39,5,7
2019-11-17,62,61,25,18,3,5
2019-11-18,46,33,23,18,4,4
2019-11-19,37,24,16,37,5,6
2019-11-20,48,41,6,50,6,8
2019-11-21,75,50,7,52,6,10
2019-11-22,84,36,8,55,5,9
2019-11-23,77,32,15,40,5,9
2019-11-24,77,29,14,21,4,6
2019-11-25,62,27,4,36,5,7
2019-11-26,66,41,15,24,5,7
2019-11-27,85,41,11,32,6,7
2019-11-28,81,45,13,39,6,6
2019-11-29,91,47,5,55,6,9
2019-11-30,103,43,8,43,4,8
2019-12-01,109,25,22,19,6,5
2019-12-02,54,32,11,44,5,6
2019-12-03,64,33,18,33,6,6
2019-12-04,68,25,25,14,6,5
2019-12-05,46,34,17,24,5,5
2019-12-06,63,49,5,44,6,9
2019-12-07,100,56,14,34,5,9
2019-12-08,133,63,9,39,6,9
2019-12-09,148,84,15,60,6,13
2019-12-10,162,68,23,34,5,8
2019-12-11,139,20,16,25,4,5
2019-12-12,59,27,5,48,6,8
2019-12-13,70,41,16,30,5,7
2019-12-14,95,39,10,48,4,10
2019-12-15,95,43,4,56,6,11
2019-12-16,88,31,11,40,5,8
2019-12-17,78,42,14,30,5,7
2019-12-18,95,29,16,32,5,6
2019-12-19,68,32,17,31,6,6
2019-12-20,76,38,3,49,5,8
2019-12-21,89,60,11,46,5,9
2019-12-22,144,54,14,40,4,10
2019-12-23,134,67,8,49,5,12
2019-12-24,155,54,5,52,4,11
2019-12-25,129,50,16,39,5,8
2019-12-26,115,39,23,29,5,7
2019-12-27,89,48,6,52,5,9
2019-12-28,96,49,8,43,4,8
2019-12-29,98, , , , , 
2019-07-01,81,33,50,22,8,4
2019-07-02,75,38,37,25,5,5
2019-07-03,88,32,43,29,5,4
2019-07-04,73,31,95,31,5,6
2019-07-05,68,22,65,16,5,5
2019-07-06,67,15,43,6,4,3
2019-07-07,51,8,36,9,4,2
2019-07-08,32,8,38,9,4,3
2019-07-09,36,6,32,10,3,3
2019-07-10,31,7,19,12,5,3
2019-07-11,12,18,28,19,5,3
2019-07-12,38,37,43,20,6,4
2019-07-13,83,42,61,20,4,5
2019-07-14,116,35,29,25,4,5
2019-07-15,98,36,35,26,4,5
2019-07-16,91,65,50,28,5,5
2019-07-17,152,67,104,32,6,5
2019-07-18,156,37,32,22,4,5
2019-07-19,84,8,13,12,3,3
2019-07-20,20,17,28,10,4,2
2019-07-21,33,48,36,20,5,3
2019-07-22,92,27,22,22,6,2
2019-07-23,52,25,171,22,5,3
2019-07-24,57,27,76,28,3,5
2019-07-25,68,19,22,23,4,3
2019-07-26,51,20,37,20,3,4
2019-07-27,52,13,19,13,3,3
2019-07-28,38,15,8,11,4,3
2019-07-29,37,21,15,13,4,3
2019-07-30,48,18,13,22,4,3
2019-07-31,41,14,17,16,4,3
2019-08-01,35,20,25,17,3,3
2019-08-02,47,22,46,22,4,4
2019-08-03,54,31,72,23,4,4
2019-08-04,73,39,47,24,4,3
2019-08-05,98,27,41,17,4,3
2019-08-06,72,21,11,32,3,3
2019-08-07,56,41,13,34,5,4
2019-08-08,94,23,26,25,4,3
2019-08-09,51,20,25,18,4,2
2019-08-10,48,17,23,9,3,2
2019-08-11,44,14,12,19,3,3
2019-08-12,54,25,38,24,5,3
2019-08-13,62,17,27,14,4,3
2019-08-14,45,8,9,10,4,2
2019-08-15,22,19,39,18,3,4
2019-08-16,38,33,41,19,4,4
2019-08-17,65,22,50,14,5,4
2019-08-18,54,22,48,22,3,5
2019-08-19,53,29,49,22,3,4
2019-08-20,71,33,41,23,5,4
2019-08-21,82,43,41,25,4,4
2019-08-22,101,34,35,29,5,6
2019-08-23,67,23,29,26,5,5
2019-08-24,43,17,45,18,4,4
2019-08-25,33,22,46,27,5,6
2019-08-26,52,23,50,22,4,4
2019-08-27,54,26,47,15,6,4
2019-08-28,55,25,45,14,6,5
2019-08-29,60,16,30,14,5,4
2019-08-30,34,18,36,14,5,4
2019-08-31,47,18,42,20,5,4
2019-09-01,54,25,38,30,6,6
2019-09-02,62,23,23,25,3,4
2019-09-03,52,9,23,22,3,4
2019-09-04,17,7,8,21,3,4
2019-09-05,17,14,14,20,4,4
2019-09-06,35,14,22,8,4,3
2019-09-07,22,38,30,12,4,5
2019-09-08,81,40,17,14,4,7
2019-09-09,88,13,20,13,4,4
2019-09-10,39,7,34,6,4,3
2019-09-11,21,8,23,7,4,3
2019-09-12,19,12,35,6,4,3
2019-09-13,25,16,20,21,4,4
2019-09-14,46,12,35,9,4,3
2019-09-15,36,9,31,14,5,3
2019-09-16,23,13,38,19,4,2
2019-09-17,35,25,36,18,5,3
2019-09-18,47,21,38,15,4,2
2019-09-19,38,22,14,22,5,3
2019-09-20,40,16,12,24,4,4
2019-09-21,31,7,37,11,3,2
2019-09-22,15,16,24,13,4,4
2019-09-23,28,26,31,30,4,5
2019-09-24,53,37,30,34,5,6
2019-09-25,70,33,20,36,4,5
2019-09-26,62,23,17,34,4,4
2019-09-27,45,31,30,32,4,5
2019-09-28,69,42,55,28,5,6
2019-09-29,92,55,44,43,5,6
2019-09-30,91,48,26,41,5,6
2019-04-01,57,35,34,33,6,5
2019-04-02,70,44,33,35,5,6
2019-04-03,83,39,37,34,5,5
2019-04-04,66,72,37,27,4,5
2019-04-05,94,63,23,48,5,7
2019-04-06,79,43,33,26,4,5
2019-04-07,73,44,36,26,5,5
2019-04-08,58,29,29,32,4,4
2019-04-09,48,8,37,21,4,4
2019-04-10,19,30,32,38,5,6
2019-04-11,66,57,37,43,6,6
2019-04-12,117,53,43,44,5,6
2019-04-13,116,43,40,25,5,5
2019-04-14,84,57,32,38,6,6
2019-04-15,71,51,32,48,5,7
2019-04-16,86,45,41,45,6,6
2019-04-17,82,45,25,33,5,5
2019-04-18,90,47,30,28,4,4
2019-04-19,83,49,38,28,4,5
2019-04-20,95,37,31,22,4,5
2019-04-21,87,85,41,45,6,7
2019-04-22,132,87,33,54,5,8
2019-04-23,148,62,34,33,5,6
2019-04-24,139,42,24,26,4,5
2019-04-25,74,10,26,19,4,4
2019-04-26,27,20,30,28,4,5
2019-04-27,47,21,41,20,5,4
2019-04-28,60,22,33,38,5,5
2019-04-29,71,41,40,42,5,6
2019-04-30,88,59,43,29,5,5
2019-05-01,106,55,36,27,5,4
2019-05-02,65,56,40,46,8,7
2019-05-03,107,74,62,50,6,8
2019-05-04,155,70,66,38,7,7
2019-05-05,139,39,41,11,4,3
2019-05-06,47,55,43,30,6,5
2019-05-07,73,57,55,31,7,6
2019-05-08,93,53,41,38,6,5
2019-05-09,94,66,52,48,7,7
2019-05-10,124,69,49,55,6,7
2019-05-11,131,61,80,40,7,6
2019-05-12,124,63,41,51,7,6
2019-05-13,132,46,54,33,6,4
2019-05-14,110,70,62,41,7,7
2019-05-15,153,69,58,39,6,6
2019-05-16,142,62,43,44,6,6
2019-05-17,130,34,36,20,5,4
2019-05-18,67,16,26,14,3,4
2019-05-19,45,41,32,16,5,4
2019-05-20,55,60,52,23,7,5
2019-05-21,84,63,53,27,8,6
2019-05-22,103,74,77,39,9,8
2019-05-23,141,79,105,51,7,8
2019-05-24,156,76,55,32,9,7
2019-05-25,137,46,67,27,6,5
2019-05-26,90,26,33,19,5,4
2019-05-27,62,26,35,19,5,3
2019-05-28,37,56,50,31,7,5
2019-05-29,92,53,54,34,6,6
2019-05-30,98,24,46,18,6,3
2019-05-31,55,39,49,20,5,5
2019-06-01,97,41,72,25,4,5
2019-06-02,90,45,53,34,6,6
2019-06-03,86,30,32,26,6,5
2019-06-04,76,51,38,31,5,5
2019-06-05,129,56,30,36,5,6
2019-06-06,129,19,50,13,4,4
2019-06-07,46,30,43,24,5,4
2019-06-08,70,42,51,19,5,5
2019-06-09,94,14,31,14,4,3
2019-06-10,37,17,36,17,4,3
2019-06-11,44,35,35,31,5,5
2019-06-12,72,34,45,42,5,5
2019-06-13,79,35,46,48,4,4
2019-06-14,81,39,40,17,4,4
2019-06-15,84,16,44,14,4,4
2019-06-16,48,25,40,23,6,4
2019-06-17,65,35,30,28,6,5
2019-06-18,89,36,39,19,4,5
2019-06-19,94,29,33, ,4,6
2019-06-20,70,30,36,22,4,4
2019-06-21,78,10,38,18,4,3
2019-06-22,22,11,40,11,4,3
2019-06-23,27,21,46,25,5,4
2019-06-24,50,31,56,28,5,5
2019-06-25,68,30,47,33,6,5
2019-06-26,63,19,37,22,5,4
2019-06-27,41,37,34,33,6,5
2019-06-28,81,23,31,22,4,4
2019-06-29,59,29,35,14,6,4
2019-06-30,74,34,47,20,5,4
2019-01-01,90,37,13,36,6,6
2019-01-02,82,40,6,44,5,7
2019-01-03,82,60,3,62,7,12
2019-01-04,135,61,17,30,5,6
2019-01-05,116,52,11,38,6,5
2019-01-06,86,56,11,50,8,9
2019-01-07,118,46,20,27,7,4
2019-01-08,76,53,13,36,7,5
2019-01-09,84,58,4,50,7,8
2019-01-10,112,70,5,57,8,12
2019-01-11,156,81,12,59,7,13
2019-01-12,166,90,18,49,7,15
2019-01-13,173,118,5,68,7,17
2019-01-14,204,104,16,32,6,10
2019-01-15,154,50,15,26,5,5
2019-01-16,72,47,16,40,7,7
2019-01-17,86,54,8,54,7,11
2019-01-18,113,81,11,62,8,12
2019-01-19,162,65,23,18,6,6
2019-01-20,105,47,11,42,6,6
2019-01-21,84,66,13,50,6,11
2019-01-22,116,69,22,42,7,10
2019-01-23,126,47,11,41,6,8
2019-01-24,82,50,22,30,6,6
2019-01-25,82,48,20,20,6,4
2019-01-26,78,41,17,36,5,7
2019-01-27,80,74,20,23,6,5
2019-01-28,86,67,8,46,6,7
2019-01-29,89,62,8,56,7,8
2019-01-30,114,69,15,13,6,5
2019-01-31,83,43,13,33,5,6
2019-02-01,71,57,7,52,5,8
2019-02-02,121,39,20,32,4,7
2019-02-03,107,67,24,21,5,5
2019-02-04,118,73,21,44,6,8
2019-02-05,100,80,19,44,6,8
2019-02-06,121,59,24,19,5,4
2019-02-07,103,35,22,27,5,5
2019-02-08,69,40,20,20,6,4
2019-02-09,70,46,18,28,6,5
2019-02-10,79,44,24,27,8,5
2019-02-11,88,59,22,34,8,8
2019-02-12,124,42,21,30,6,5
2019-02-13,82,55,11,49,8,7
2019-02-14,98,42,20,46,5,6
2019-02-15,103,59,25,23,6,8
2019-02-16,145,40,25,29,6,5
2019-02-17,92,46,6,61,6,8
2019-02-18,97,47,11,49,4,7
2019-02-19,117,55,23,37,4,8
2019-02-20,136,72,16,52,6,10
2019-02-21,162,70,18,62,6,11
2019-02-22,157,57,27,59,6,9
2019-02-23,127,64,28,55,7,10
2019-02-24,142,76,28,43,5,9
2019-02-25,152,58,19,45,6,8
2019-02-26,98,68,21,59,9,8
2019-02-27,141,76,35,55,8,9
2019-02-28,157,93,46,58,8,10
2019-03-01,177,91,41,66,8,11
2019-03-02,177,86,41,57,7,9
2019-03-03,169,122,32,58,9,10
2019-03-04,201,136,31,43,8,10
2019-03-05,210,106,41,45,7,9
2019-03-06,187,55,32,31,4,6
2019-03-07,121,53,24,43,6,5
2019-03-08,97,48,14,64,7,7
2019-03-09,107,51,31,40,5,5
2019-03-10,120,69,20,46,5,6
2019-03-11,139,74,23,29,4,7
2019-03-12,127,46,32,19,4,4
2019-03-13,48,47,26,37,5,5
2019-03-14,82,54,23,35,5,5
2019-03-15,115,46,26,30,4,4
2019-03-16,106,44,33,27,5,4
2019-03-17,90,46,15,53,5,6
2019-03-18,90,63,22,63,6,9
2019-03-19,128,83,27,63,5,9
2019-03-20,169,37,31,25,3,5
2019-03-21,96,41,31,16,3,3
2019-03-22,75,27,29,24,4,4
2019-03-23,64,31,34,20,5,3
2019-03-24,59,50,33,36,5,6
2019-03-25,104,63,31,33,5,6
2019-03-26,119,80,52, ,7,7
2019-03-27,156,75,29,34,5,7
2019-03-28,138,45,34,28,6,4
2019-03-29,78,41,31,21,4,4
2019-03-30,91,44,29,14,3,4
2019-03-31,91,30,33,22,5,4
2018-10-01,37,28,27,23,3,5
2018-10-02,63,29,30,33,4,5
2018-10-03,71,23,32,25,3,5
2018-10-04,53,11,28,19,3,4
2018-10-05,25,7,30,14,4,3
2018-10-06,14,29,30,19,3,5
2018-10-07,50,24,24,28,4,5
2018-10-08,36,29,14,35,5,6
2018-10-09,57,22,21,15,4,4
2018-10-10,49,19,22,16,3,4
2018-10-11,36,26,16,28,4,5
2018-10-12,59,35,18,43,5,7
2018-10-13,88,40,35,33,4,6
2018-10-14,89,61,38,38,5,8
2018-10-15,127,53,24,38,6,8
2018-10-16,101,40,23,39,6,7
2018-10-17,74,16,20,26,4,5
2018-10-18,36,20,22,29,3,5
2018-10-19,42,43,19,45,6,8
2018-10-20,82,41,35,42,5,8
2018-10-21,88,53,22,58,7,9
2018-10-22,111,52,18,53,6,9
2018-10-23,108,48,20,40,5,7
2018-10-24,78,43,16,50,6,8
2018-10-25,81,40,14,44,5,7
2018-10-26,79,30,21,15,4,3
2018-10-27,26,15,15,27,4,5
2018-10-28,34,18,19,23,4,5
2018-10-29,36,23,17,21,5,5
2018-10-30,52,23,20,25,5,5
2018-10-31,55,38,15,41,6,9
2018-11-01,82,48,11,58,6,11
2018-11-02,100,59,13,62,7,11
2018-11-03,127,48,25,46,6,10
2018-11-04,114,63,12,56,6,11
2018-11-05,137,88,5,73,7,13
2018-11-06,170,64,9,43,5,9
2018-11-07,138,9,16,27,4,5
2018-11-08,26,40,28,24,6,7
2018-11-09,85,71,27,38,7,9
2018-11-10,154,66,12,39,6,10
2018-11-11,141,33,14,37,6,7
2018-11-12,67,45,14,43,6,9
2018-11-13,96,38,14,44,6,8
2018-11-14,91,54,8,57,6,10
2018-11-15,122,60,18,47,7,11
2018-11-16,144,36,10,33,6,7
2018-11-17,80,41,15,37,7,9
2018-11-18,91,60,14,45,7,11
2018-11-19,121,50,14,42,7,8
2018-11-20,80,38,16,40,6,6
2018-11-21,71,24,20,23,6,4
2018-11-22,43,24,16,35,6,6
2018-11-23,51,24,10,36,5,6
2018-11-24,69,47,8,40,5,10
2018-11-25,128,62,8,47,7,12
2018-11-26,140,97,8,48,7,11
2018-11-27,158,100,15,33,6,5
2018-11-28,90,71,4,46,7,8
2018-11-29,85,60,9,45,6,8
2018-11-30,88,51,7,55,7,10
2018-12-01,92,54,8,44,6,9
2018-12-02,96,47,8,43,6,9
2018-12-03,92,37,16,26,4,7
2018-12-04,76,32,18,27,6,5
2018-12-05,53,41,14,30,6,6
2018-12-06,74,26,24,13,4,3
2018-12-07,40,26,20,14,5,4
2018-12-08,40,24,21,21,6,5
2018-12-09,45,36,6,46,6,8
2018-12-10,74,44,4,50,7,9
2018-12-11,92,48,17,30,7,7
2018-12-12,94,42,19,33,7,6
2018-12-13,91,35,12,32,6,6
2018-12-14,73,58,4,55,7,11
2018-12-15,132,56,3,57,7,11
2018-12-16,143,67,13,41,8,10
2018-12-17,145,52,10,50,7,9
2018-12-18,100,56,12,50,8,10
2018-12-19,114,62,5,61,8,11
2018-12-20,129,72,3,69,10,13
2018-12-21,148,78,11,63,9,14
2018-12-22,163,54,24,25,6,7
2018-12-23,98,25,18,18,6,5
2018-12-24,52,39,4, ,7,8
2018-12-25,86,52,17, ,7,7
2018-12-26,94,30,21,18,5,4
2018-12-27,35,40,17,22,6,5
2018-12-28,56,43,21,18,5,4
2018-12-29,40,36,16,29,6,6
2018-12-30,69, , , , , 
2018-07-01,33,9,27,26,4,4
2018-07-02,26,13,18,19,4,4
2018-07-03,32,25,29,23,5,4
2018-07-04,54,22,17,20,4,4
2018-07-05,62,7,20,11,4,3
2018-07-06,13,8,25,11,4,3
2018-07-07,17,12,30,12,4,3
2018-07-08,26,10,14,16,4,3
2018-07-09,20,24,4,27,4,5
2018-07-10,46,37,10,23,5,5
2018-07-11,76,29,8,18,6,4
2018-07-12,65,24,18,19,7,3
2018-07-13,58,22,23,17,6,3
2018-07-14,56,24,38,15,6,3
2018-07-15,64,29,31,23,7,4
2018-07-16,73,34,23,22,7,4
2018-07-17,86,40,32,22,6,4
2018-07-18,97,33,34,19,4,3
2018-07-19,86,40,61,31,6,4
2018-07-20,92,43,78,31,6,5
2018-07-21,99,33,62,21,4,4
2018-07-22,82,37,52,23,7,3
2018-07-23,82,45,96,28,5,4
2018-07-24,104,37,31,21,6,4
2018-07-25,84,46,38,24,6,4
2018-07-26,98,53,55,23,4,4
2018-07-27,113,44,33,30,4,5
2018-07-28,94,19,30,13,5,3
2018-07-29,51,9,29,13,4,3
2018-07-30,22,19,56,18,4,3
2018-07-31,44,36,81,25,4,4
2018-08-01,79,45,96,26,5,5
2018-08-02,100,51,81,24,5,5
2018-08-03,118,31,36,15,6,3
2018-08-04,75,29,26,9,4,2
2018-08-05,72,35,32,18,4,3
2018-08-06,82,21,46,18,3,4
2018-08-07,48,29,28,15,4,3
2018-08-08,70,29,21,18,4,3
2018-08-09,73,15,32,16,3,4
2018-08-10,38,10,38,15,4,4
2018-08-11,22,15,44,13,4,4
2018-08-12,41,36,35,18,4,4
2018-08-13,86,30,41,21,5,3
2018-08-14,73,32,51,19,3,3
2018-08-15,72,16,27,12,3,2
2018-08-16,34,13,26,12,4,3
2018-08-17,22,18,43,14,5,3
2018-08-18,30,26,66,17,4,3
2018-08-19,57,42,45,24,5,4
2018-08-20,89,26,25,19,4,3
2018-08-21,56,28,39,22,4,3
2018-08-22,65,13,12,11,4,2
2018-08-23,26,8,19,12,3,3
2018-08-24,18,27,36,15,5,4
2018-08-25,57,20,29,16,4,4
2018-08-26,47,9,20,18,3,4
2018-08-27,23,11,7,19,4,4
2018-08-28,23,14,6,14,4,3
2018-08-29,29,31,30,21,4,5
2018-08-30,70,28,36,21,5,5
2018-08-31,67,21,29,17,4,4
2018-09-01,45,14,38,12,4,3
2018-09-02,28,16,15,22,3,4
2018-09-03,36,18,29,16,4,4
2018-09-04,36,31,39,18,5,4
2018-09-05,47,42,48,24,5,6
2018-09-06,83,30,40,15,4,4
2018-09-07,58,28,34,19,4,4
2018-09-08,47,25,38,17,4,4
2018-09-09,49,12,28,12,3,3
2018-09-10,21,13,26,13,3,3
2018-09-11,23,17,33,18,3,3
2018-09-12,32,22,22,25,4,4
2018-09-13,43,21,19,21,3,4
2018-09-14,45,13,17,22,4,4
2018-09-15,28,42,33,18,4,5
2018-09-16,101,33,32,20,4,5
2018-09-17,72,41,30,32,5,6
2018-09-18,76,45,24,35,4,6
2018-09-19,85,17,30,18,3,4
2018-09-20,44,8,23,22,4,4
2018-09-21,19,36,35,28,4,5
2018-09-22,54,34,40,13,5,4
2018-09-23,53,16,26,10,4,3
2018-09-24,24,15,29,11,3,3
2018-09-25,29,8,31,9,3,3
2018-09-26,19,9,26,14,3,3
2018-09-27,19,14,19,22,3,4
2018-09-28,27,16,26,23,3,4
2018-09-29,36,22,36,18,3,3
2018-09-30,44,18,24,13,3,3
2018-04-01,128,72,30,29,8,6
2018-04-02,103,69,21,30,8,6
2018-04-03,84,15,28,20,4,5
2018-04-04,28,7,23,22,4,5
2018-04-05,18,91,26,20,4,6
2018-04-06,87,54,31,15,4,5
2018-04-07,87,30,29,22,4,5
2018-04-08,61,46,18,44,5,7
2018-04-09,103,54,34,33,5,6
2018-04-10,79,65,36,27,6,6
2018-04-11,94,52,33,36,7,5
2018-04-12,64,39,30,35,5,6
2018-04-13,59,23,30,19,4,5
2018-04-14,51,69,31,19,4,5
2018-04-15,88,44,28,31,5,6
2018-04-16,89,63,37,43,6,7
2018-04-17,111,71,37,46,7,7
2018-04-18,122,78,47,53,9,8
2018-04-19,140,91,52,65,10,10
2018-04-20,160,70,38,59,8,9
2018-04-21,120,39,37,32,4,6
2018-04-22,82,10,41,17,4,4
2018-04-23,32,9,33,18,4,5
2018-04-24,22,39,33,39,5,6
2018-04-25,97,51,43,44,6,7
2018-04-26,115,61,40,42,8,7
2018-04-27,135,63,39,39,6,7
2018-04-28,123,61,70,33,7,7
