date, pm25, pm10, o3, no2, so2, co
2022-04-14,19,22,38,14,3,3
2022-04-15,37,39,49,19,3,3
2022-04-16,74,57,57,20,4,5
2022-04-17,108,60,57,31,5,4
2022-04-18,118,63,63,32,5,6
2022-04-19,126,59,69,25,4,5
2022-04-20,130,55,54,29,4,5
2022-04-21,104,51,49,16,3,5
2022-04-22,98,55,43,25,2,5
2022-04-23,116,54,67,16,3,5
2022-04-24,110,55,44,25,3,7
2022-04-25,111,47,46,13,3,4
2022-04-26,84,115,38,15,3,3
2022-04-27,74,69,41,28,3,4
2022-04-28,67,10,38,10,2,3
2022-04-29,15,19,38,14,2,3
2022-04-30,37,44,53,13,3,4
2022-05-01,66,51,42,19,3,4
2022-05-02,83,40,51,25,3,4
2022-05-03,79,43,68,28,4,5
2022-05-04,79,37,57,21,4,4
2022-05-05,72,40,39,20,3,4
2022-05-06,77,33,40,10,3,2
2022-05-07,50,18,36,10,2,3
2022-05-08,30,16,40,16,2,3
2022-05-09,28,28,49,27,3,3
2022-05-10,56,34,46,20,3,3
2022-05-11,67,36,51,20,3,4
2022-05-12,62,32,39,16,3,3
2022-05-13,57,37,40,11,3,3
2022-05-14,50,25,41,9,3,3
2022-05-15,40,36,57,16,3,4
2022-05-16,57,56,79,20,4,5
2022-05-17,101,65,74,20,4,6
2022-05-18,118,51,63,16,4,4
2022-05-19,83,39,59,20,6,4
2022-05-20,80,41,44,14,3,3
2022-05-21,81,45,54,10,3,4
2022-05-22,91,68,97,19,4,5
2022-05-23,136,38,47,21,3,3
2022-05-24,75,27,41,22,3,4
2022-05-25,59,27,39,13,3,4
2022-05-26,35,28,39,13,3,3
2022-05-27,47,38,72,19,5,5
2022-05-28,74,35,67,9,3,3
2022-05-29,81,32,39,15,3,4
2022-05-30,69,28,41,20,3,3
2022-05-31,36,25,46,18,4,3
2022-06-01,37,33,55,16,3,4
2022-06-02,63,43,88,20,3,5
2022-06-03,87,39,71,18,3,5
2022-06-04,75,27,43,11,3,3
2022-06-05,61,8,29,6,2,2
2022-06-06,16,7,31,8,2,3
2022-06-07,11,18,38,13,2,3
2022-06-08,31,27,29,18,3,4
2022-06-09,59,27,32,21,3,4
2022-06-10,67,26,55,15,3,3
2022-06-11,58,24,62,12,3,3
2022-06-12,46,29,32,23,3,4
2022-06-13,63,14,30,7,3,2
2022-06-14,22,12,25,15,2,4
2022-06-15,25,19,28,16,2,3
2022-06-16,41,37,49,24,3,5
2022-06-17,80,25,30,15,3,3
2022-06-18,52,28,36,12,3,4
2022-06-19,62,28,51,18,2,4
2022-06-20,63,25,47,21,3,3
2022-06-21,40,29,52,19,3,3
2022-06-22,53,35,38,24,2,4
2022-06-23,73,21,50,14,2,3
2022-06-24,45,52,60,12,3,6
2022-06-25,98,26,36,10,3,3
2022-06-26,52,13,8,10,2,2
2022-06-27,20,18,13,7,2,2
2022-06-28,26,13,11,9,2,2
2022-06-29,23,6,34,16,3,3
2022-06-30,11,18,18,19,3,4
2022-01-03,68,37,14,30,5,6
2022-01-04,80,50,4,47,5,9
2022-01-05,104,55,17,41,6,7
2022-01-06,113,59,8,55,6,10
2022-01-07,125,57,7,60,5,11
2022-01-08,125,92,15,35,4,12
2022-01-09,178,74,19,53,5,13
2022-01-10,158,33,20,16,3,5
2022-01-11,73,30,16,22,4,5
2022-01-12,68,35,22,16,4,5
2022-01-13,58,35,14,34,5,6
2022-01-14,68,48,2,55,5,9
2022-01-15,93,45,25,24,4,6
2022-01-16,93,28,22,27,4,5
2022-01-17,64,36,16,23,4,5
2022-01-18,73,45,22,26,5,6
2022-01-19,102,41,13,35,4,7
2022-01-20,100,40,10,52,5,9
2022-01-21,95,51,4,62,6,10
2022-01-22,122,62,20,44,5,10
2022-01-23,143,22,28,30,4,6
2022-01-24,62,31,20,35,4,6
2022-01-25,75,59,26,34,5,8
2022-01-26,136,60,22,33,5,8
2022-01-27,129,37,25,25,4,5
2022-01-28,80,31,26,19,4,4
2022-01-29,66,35,28,19,5,5
2022-01-30,73,34,27,28,4,6
2022-01-31,77,43,29,15,4,6
2022-02-01,110,32,30,17,4,6
2022-02-02,85,22,31,22,4,5
2022-02-03,57,23,30,18,3,4
2022-02-04,57,30,29,13,3,4
2022-02-05,47,24,31,19,4,5
2022-02-06,51,30,16,32,4,6
2022-02-07,67,33,25,40,4,7
2022-02-08,75,40,16,52,4,7
2022-02-09,89,49,29,43,5,8
2022-02-10,108,69,25,60,5,11
2022-02-11,158,71,29,45,4,10
2022-02-12,154,57,32,40,4,8
2022-02-13,127,42,29,34,4,6
2022-02-14,107,38,30,14,3,4
2022-02-15,89,31,30,13,3,4
2022-02-16,73,33,25,20,4,5
2022-02-17,77,48,10,51,4,8
2022-02-18,100,47,32,29,4,6
2022-02-19,101,33,33,11,3,4
2022-02-20,63,29,32,26,3,5
2022-02-21,65,32,31,15,3,4
2022-02-22,64,29,30,16,4,4
2022-02-23,57,32,28,29,3,5
2022-02-24,69,64,42,45,4,8
2022-02-25,139,65,41,20,4,6
2022-02-26,137,50,36,21,4,4
2022-02-27,90,48,20,40,4,5
2022-02-28,72,34,32,24,3,5
2022-03-01,79,28,30,20,4,6
2022-03-02,58,52,29,34,4,6
2022-03-03,90,68,56,41,4,8
2022-03-04,116,79,37,12,3,4
2022-03-05,64,45,34,13,3,4
2022-03-06,42,42,14,42,4,5
2022-03-07,72,50,31,45,4,6
2022-03-08,89,63,33,34,3,6
2022-03-09,128,64,38,51,5,8
2022-03-10,130,66,34,55,4,8
2022-03-11,115,61,34,35,3,5
2022-03-12,108,15,30,19,2,5
2022-03-13,43,18,28,22,2,6
2022-03-14,43,46,22,33,3,9
2022-03-15,105,67,33,40,4,7
2022-03-16,131,48,32,21,3,5
2022-03-17,83,6,34,12,3,3
2022-03-18,10,5,32,16,2,3
2022-03-19,11,22,34,18,3,4
2022-03-20,59,26,36,25,3,4
2022-03-21,68,37,34,21,3,5
2022-03-22,83,39,32,31,3,5
2022-03-23,75,50,22,32,4,5
2022-03-24,103,65,38,40,4,6
2022-03-25,141,12,33,13,2,3
2022-03-26,26,34,41,15,3,3
2022-03-27,54,34,29,26,4,4
2022-03-28,58,40,41,32,3,5
2022-03-29,63,39,19,37,3,5
2022-03-30,71,23,35,15,2,4
2022-03-31,44,17,31,18,3,4
2021-10-01,77,28,46,23,3,5
2021-10-02,53,40,48,21,3,6
2021-10-03,83,41,33,18,3,4
2021-10-04,65,39,34,14,3,3
2021-10-05,60,8,13,15,2,4
2021-10-06,11,14,19,20,3,5
2021-10-07,27,21,10,24,3,5
2021-10-08,51,11,19,17,3,4
2021-10-09,19,19,29,16,3,5
2021-10-10,46,27,22,13,2,4
2021-10-11,41,12,27,13,3,3
2021-10-12,15,13,29,18,3,3
2021-10-13,17,22,33,24,3,4
2021-10-14,41,25,26,18,3,4
2021-10-15,58,33,27,8,3,3
2021-10-16,37,22,25,7,2,3
2021-10-17,22,27,16,26,3,5
2021-10-18,44,30,30,25,3,5
2021-10-19,74,29,17,30,3,5
2021-10-20,66,35,22,37,4,6
2021-10-21,77,39,25,35,4,7
2021-10-22,77,41,22,39,4,7
2021-10-23,79,31,37,32,4,6
2021-10-24,72,30,33,38,3,5
2021-10-25,68,48,32,47,5,7
2021-10-26,96,51,31,34,4,7
2021-10-27,105,31,19,38,4,7
2021-10-28,57,24,28,31,3,5
2021-10-29,41,24,15,37,3,5
2021-10-30,49,34,33,28,4,6
2021-10-31,78,39,29,29,4,7
2021-11-01,88,44,27,29,4,6
2021-11-02,91,44,28,37,4,5
2021-11-03,98,52,8,49,4,7
2021-11-04,116,59,20,50,4,6
2021-11-05,133,54,26,44,5,7
2021-11-06,105,35,28,31,4,6
2021-11-07,73,10,23,15,3,3
2021-11-08,17,10,21,20,3,3
2021-11-09,21,13,19,13,3,4
2021-11-10,29,19,20,19,3,4
2021-11-11,31,19,22,13,3,4
2021-11-12,33,25,15,34,4,5
2021-11-13,46,52,34,36,5,7
2021-11-14,101,61,18,45,4,9
2021-11-15,98,54,24,40,5,7
2021-11-16,90,38,13,45,5,6
2021-11-17,74,57,43,44,5,6
2021-11-18,102,82,35,38,4,8
2021-11-19,146,107,23,54,4,11
2021-11-20,186,97,23,50,5,12
2021-11-21,178,43,21,14,3,4
2021-11-22,64,31,17,20,3,4
2021-11-23,46,30,17,37,4,6
2021-11-24,57,47,20,39,5,6
2021-11-25,78,26,17,29,4,5
2021-11-26,54,38,14,37,4,6
2021-11-27,80,47,10,50,5,9
2021-11-28,108,55,8,58,6,10
2021-11-29,124,25,23,32,3,6
2021-11-30,65,18,21,11,3,3
2021-12-01,43,26,10,29,4,5
2021-12-02,60,23,18,21,3,4
2021-12-03,38,23,14,28,6,5
2021-12-04,51,35,13,39,4,8
2021-12-05,86,48,7,55,5,10
2021-12-06,99,49,10,57,5,8
2021-12-07,101,37,7,51,5,9
2021-12-08,83,36,2,45,4,8
2021-12-09,80,33,2,43,4,8
2021-12-10,74,59,12,38,4,8
2021-12-11,133,41,23,17,3,6
2021-12-12,88,22,18,23,3,5
2021-12-13,41,37,7,46,4,6
2021-12-14,73,66,14,46,4,9
2021-12-15,132,76,28,45,4,11
2021-12-16,158,38,22,13,3,4
2021-12-17,68,26,17,35,4,5
2021-12-18,55,35,17,29,4,5
2021-12-19,62,49,15,54,5,8
2021-12-20,100,60,22,47,4,10
2021-12-21,122,35,11,41,4,6
2021-12-22,71,43,7,55,4,10
2021-12-23,88,44,21,40,4,7
2021-12-24,99,26,23,11,3,3
2021-12-25,57,16,21,11,3,4
2021-12-26,40,33,14,41,4,7
2021-12-27,72,53,2,51,4,11
2021-12-28,121,59,17,45,5,11
2021-12-29,142,31,24,22,5,4
2021-12-30,64,24,25,13,4,4
2021-12-31,29,31,13,39,4,7
2022-01-01,66,38,21,33,4,7
2022-01-02,91,28,7,44,4,7
2021-07-01,86,23,42,47,3,4
2021-07-02,61,12,28,25,3,3
2021-07-03,32,8,24,9,2,3
2021-07-04,18,21,44,20,3,5
2021-07-05,42,45,82,29,3,5
2021-07-06,89,32,37,26,4,5
2021-07-07,74,25,45,22,4,4
2021-07-08,62,17,34,21,3,4
2021-07-09,39,25,53,15,4,4
2021-07-10,63,30,47,12,4,4
2021-07-11,70,27,64,22,3,4
2021-07-12,70,30,37,25,4,3
2021-07-13,71,24,27,20,4,3
2021-07-14,50,20,38,20,4,3
2021-07-15,44,19,45,17,3,3
2021-07-16,41,14,30,13,3,3
2021-07-17,35,12,43,9,4,3
2021-07-18,32,13,24,18,4,3
2021-07-19,32,20,36,27,3,3
2021-07-20,47,21,37,22,3,4
2021-07-21,55,24,41,20,4,3
2021-07-22,59,28,58,20,3,3
2021-07-23,70,27,50,20,4,4
2021-07-24,69,20,50,12,3,3
2021-07-25,59,20,51,13,4,3
2021-07-26,56,27,57,18,3,4
2021-07-27,68,34,77,21,3,4
2021-07-28,85,48,74,24,4,5
2021-07-29,112,29,54,20,4,4
2021-07-30,68,23,55,12,4,3
2021-07-31,57,29,45,12,3,4
2021-08-01,71,14,31,18,4,3
2021-08-02,33,18,30,20,3,4
2021-08-03,45,22,31,19,4,4
2021-08-04,55,23,44,16,4,3
2021-08-05,60,17,23,16,4,3
2021-08-06,43,14,46,14,3,3
2021-08-07,28,18,40,12,3,3
2021-08-08,42,10,42,11,3,3
2021-08-09,20,19,45,18,4,4
2021-08-10,44,32,84,19,3,4
2021-08-11,78,36,68,20,3,5
2021-08-12,87,26,32,20,3,4
2021-08-13,66,13,38,9,3,3
2021-08-14,30,10,40,8,3,2
2021-08-15,24,18,44,11,3,3
2021-08-16,44,15,35,13,3,3
2021-08-17,37,10,33,11,3,2
2021-08-18,19,19,35,14,3,3
2021-08-19,37,29,48,24,4,4
2021-08-20,52,18,37,15,3,4
2021-08-21,38,28,48,13,3,5
2021-08-22,62,27,30,25,4,6
2021-08-23,64,11,26,16,3,3
2021-08-24,21,16,22,24,3,4
2021-08-25,33,35,32,29,3,5
2021-08-26,64,30,27,25,4,4
2021-08-27,53,35,56,25,4,4
2021-08-28,68,31,43,14,3,4
2021-08-29,74,39,42,23,3,6
2021-08-30,82,31,27,22,3,6
2021-08-31,70,5,30,13,2,4
2021-09-01,10,12,36,16,4,4
2021-09-02,22,13,41,12,3,3
2021-09-03,26,9,38,9,2,3
2021-09-04,14,9,37,7,2,2
2021-09-05,15,15,33,12,3,3
2021-09-06,29,8,29,19,3,3
2021-09-07,18,11,34,17,3,3
2021-09-08,18,26,49,28,3,5
2021-09-09,57,28,54,27,3,5
2021-09-10,63,29,73,18,4,4
2021-09-11,74,21,50,16,3,4
2021-09-12,52,26,45,18,2,4
2021-09-13,55,21,34,16,3,3
2021-09-14,39,14,37,11,3,3
2021-09-15,23,11,33,14,3,3
2021-09-16,16,10,30,11,3,3
2021-09-17,17,8,40,12,3,3
2021-09-18,18,10,39,13,2,3
2021-09-19,17,10,36,10,2,3
2021-09-20,23,14,49,7,2,4
2021-09-21,36,11,45,9,3,4
2021-09-22,22,16,36,13,3,3
2021-09-23,28,17,34,17,3,4
2021-09-24,39,7,18,12,2,3
2021-09-25,12,6,31,8,3,3
2021-09-26,10,10,24,14,2,3
2021-09-27,14,11,19,17,3,4
2021-09-28,22,13,17,19,3,4
2021-09-29,31,21,27,24,3,5
2021-09-30,42,39,49,23,3,6
2021-04-01,59,48,38,25,4,4
2021-04-02,60,33,32,27,3,5
2021-04-03,56,10,37,10,3,3
2021-04-04,20,23,33,20,3,4
2021-04-05,47,44,44,30,4,5
2021-04-06,86,55,36,34,4,6
2021-04-07,110,37,39,18,3,4
2021-04-08,65,35,39,20,3,4
2021-04-09,66,36,50,20,4,4
2021-04-10,69,47,49,26,4,5
2021-04-11,88,39,29,34,4,4
2021-04-12,76,15,32,14,3,3
2021-04-13,36,28,37,16,3,4
2021-04-14,62,51,41,31,4,5
2021-04-15,89,61,28,31,3,5
2021-04-16,75,73,34,27,3,4
2021-04-17,71,33,37,12,3,4
2021-04-18,55,45,53,27,4,4
2021-04-19,78,56,74,35,5,5
2021-04-20,97,69,69,51,6,6
2021-04-21,122,71,63,37,7,6
2021-04-22,130,44,46,22,4,4
2021-04-23,79,23,39,16,3,3
2021-04-24,48,26,41,15,3,3
2021-04-25,52,31,44,16,2,3
2021-04-26,55,34,35,23,4,4
2021-04-27,62,59,34,26,4,5
2021-04-28,91,63,51,30,4,5
2021-04-29,85,35,42,20,3,4
2021-04-30,69,27,35,14,3,4
2021-05-01,61,16,42,9,3,3
2021-05-02,30,37,45,20,4,5
2021-05-03,75,30,17,36,4,6
2021-05-04,73,42,37,14,3,4
2021-05-05,50,67,52,28,4,5
2021-05-06,73,306,27,22,3,4
2021-05-07,151,402,46,17,3,5
2021-05-08,189,54,49,13,3,3
2021-05-09,50,20,18,35,4,4
2021-05-10,45,21,35,22,3,4
2021-05-11,41,24,45,21,3,4
2021-05-12,42,47,75,35,4,5
2021-05-13,88,56,57,36,5,6
2021-05-14,107,47,25,27,4,5
2021-05-15,105,7,23,9,3,4
2021-05-16,16,11,24,12,3,4
2021-05-17,19,31,38,26,4,4
2021-05-18,63,36,65,27,4,5
2021-05-19,75,25,41,27,3,4
2021-05-20,51,13,39,17,2,4
2021-05-21,28,29,47,20,3,4
2021-05-22,65,38,59,18,4,4
2021-05-23,86,91,38,18,3,4
2021-05-24,104,84,41,19,3,4
2021-05-25,100,50,43,20,3,4
2021-05-26,68,42,40,18,3,5
2021-05-27,74,45,48,21,3,6
2021-05-28,85,21,34,17,3,4
2021-05-29,49,27,52,15,3,3
2021-05-30,57,38,42,19,3,4
2021-05-31,77,41,31,26,4,5
2021-06-01,82,55,63,27,5,5
2021-06-02,101,33,35,26,3,5
2021-06-03,71,28,53,18,4,4
2021-06-04,49,47,56,18,4,5
2021-06-05,83,60,80,12,2,5
2021-06-06,117,40,39,29,4,5
2021-06-07,68,45,56,33,4,5
2021-06-08,88,43,104,32,4,5
2021-06-09,83,53,51,35,4,5
2021-06-10,92,21,37,16,4,3
2021-06-11,56,22,40,16,4,3
2021-06-12,55,33,64,20,4,4
2021-06-13,77,42,67,34,5,5
2021-06-14,92,26,24,20,3,5
2021-06-15,65,10,29,10,3,3
2021-06-16,17,17,26,16,3,3
2021-06-17,33,17,28,18,3,4
2021-06-18,46,47,72,18,4,5
2021-06-19,101,49,89,16,4,5
2021-06-20,105,44,55,16,3,4
2021-06-21,93,22,45,19,4,3
2021-06-22,52,19,45,17,3,4
2021-06-23,44,33,48,22,3,4
2021-06-24,73,42,53,22,3,5
2021-06-25,92,21,47,14,3,4
2021-06-26,58,17,49,11,3,3
2021-06-27,43,17,25,21,2,4
2021-06-28,53,27,43,23,3,5
2021-06-29,73,40,42,43,4,6
2021-06-30,89,36,60,52,3,5
2021-01-04,83,30,22,22,3,5
2021-01-05,61,26,20,28,3,5
2021-01-06,58,31,22,11,4,4
2021-01-07,49,19,21,14,4,4
2021-01-08,44,26,22,19,7,5
2021-01-09,66,34,11,38,5,7
2021-01-10,86,46,5,48,5,9
2021-01-11,108,57,3,53,4,10
2021-01-12,140,77,8,47,5,9
2021-01-13,136,66,10,44,5,8
2021-01-14,98,63,14,48,5,9
2021-01-15,110,36,26,19,4,5
2021-01-16,115,14,22,19,4,4
2021-01-17,60,30,25,27,4,4
2021-01-18,70,34,19,39,4,5
2021-01-19,63,46,5,57,5,6
2021-01-20,94,51,2,57,5,7
2021-01-21,107,35,3,45,4,7
2021-01-22,93,9,25,25,4,5
2021-01-23,30,10,22,30,3,6
2021-01-24,39,23,10,43,4,7
2021-01-25,64,41,24,49,5,8
2021-01-26,98,40,21,29,4,6
2021-01-27,74,36,30,32,4,6
2021-01-28,67,25,25,17,4,4
2021-01-29,42,44,11,44,4,7
2021-01-30,79,52,13,48,5,9
2021-01-31,92,54,18,51,4,8
2021-02-01,104,33,22,30,4,5
2021-02-02,66,32,16,35,5,6
2021-02-03,66,24,19,35,4,5
2021-02-04,61,28,17,45,5,6
2021-02-05,69,54,33,36,4,7
2021-02-06,113,67,32,18,3,7
2021-02-07,133,29,22,14,4,4
2021-02-08,66,24,16,31,4,5
2021-02-09,62,35,20,44,5,6
2021-02-10,83,61,24,41,5,7
2021-02-11,141,72,31,45,6,9
2021-02-12,163,78,30,53,5,10
2021-02-13,168,74,25,61,6,11
2021-02-14,165,51,27,27,3,6
2021-02-15,105,23,28,19,2,4
2021-02-16,58,44,25,11,3,3
2021-02-17,50,44,23,16,4,4
2021-02-18,64,48,29,34,5,6
2021-02-19,89,65,25,43,5,8
2021-02-20,125,67,46,40,5,9
2021-02-21,133,57,32,33,4,6
2021-02-22,97,50,28,16,4,4
2021-02-23,60,54,21,38,4,6
2021-02-24,75,57,4,61,5,9
2021-02-25,104,41,23,40,4,7
2021-02-26,79,17,24,20,3,4
2021-02-27,41,25,20,29,3,5
2021-02-28,57,18,22,28,2,5
2021-03-01,41,9,27,22,3,4
2021-03-02,22,42,16,45,4,7
2021-03-03,87,49,10,50,4,7
2021-03-04,101,43,27,40,4,8
2021-03-05,92,29,26,25,2,5
2021-03-06,71,24,26,17,3,4
2021-03-07,55,47,24,36,3,6
2021-03-08,96,49,27,43,4,7
2021-03-09,103,77,22,60,5,8
2021-03-10,163,95,32,67,5,11
2021-03-11,180,59,34,43,4,8
2021-03-12,130,53,35,28,3,6
2021-03-13,116,68,36,29,3,7
2021-03-14,147,73,36,37,4,9
2021-03-15,156,76,31,17,3,4
2021-03-16,70,79,20,33,4,5
2021-03-17,73,80,26,56,5,7
2021-03-18,121,68,30,36,4,5
2021-03-19,94,29,31,26,3,4
2021-03-20,55,45,34,12,3,5
2021-03-21,109,40,31,21,3,4
2021-03-22,69,71,39,33,5,7
2021-03-23,107,60,40,32,4,5
2021-03-24,102,59,49,40,4,6
2021-03-25,109,89,15,58,5,9
2021-03-26,167,58,25,51,3,7
2021-03-27,120,19,32,18,2,5
2021-03-28,56,206,28,24,3,5
2021-03-29,112,108,32,34,4,4
2021-03-30,98,48,26,46,4,7
2021-03-31,73,45,36,29,3,5
2020-10-01,41,23,36,15,3,4
2020-10-02,57,37,36,13,3,5
2020-10-03,66,27,40,8,3,4
2020-10-04,57,24,21,12,4,4
2020-10-05,36,23,25,17,4,4
2020-10-06,47,26,17,24,4,5
2020-10-07,56,15,29,18,3,4
2020-10-08,33,16,33,16,3,3
2020-10-09,35,17,38,17,3,4
2020-10-10,39,20,29,17,4,4
2020-10-11,51,37,29,26,3,5
2020-10-12,75,26,24,22,3,4
2020-10-13,44,34,27,27,4,5
2020-10-14,57,35,15,27,4,4
2020-10-15,51,39,7,42,4,7
2020-10-16,71,34,25,30,4,6
2020-10-17,73,31,42,28,4,6
2020-10-18,69,58,41,39,6,8
2020-10-19,117,65,32,49,5,9
2020-10-20,132,47,10,50,4,8
2020-10-21,87,65,27,30,4,6
2020-10-22,96,28,22,14,3,4
2020-10-23,41,29,26,19,3,4
2020-10-24,47,32,27,33,5,7
2020-10-25,68,54,33,43,5,9
2020-10-26,104,72,33,52,6,10
2020-10-27,149,51,22,25,4,5
2020-10-28,92,41,19,33,4,5
2020-10-29,62,45,15,40,6,6
2020-10-30,69,29,30,32,4,6
2020-10-31,62,41,22,24,3,6
2020-11-01,91,51,20,29,4,6
2020-11-02,73,23,21,11,3,3
2020-11-03,33,32,21,22,3,4
2020-11-04,46,39,10,48,5,7
2020-11-05,72,50,7,56,6,8
2020-11-06,97,76,37,29,5,7
2020-11-07,129,57,23,14,4,5
2020-11-08,60,29,13,22,4,4
2020-11-09,36,29,20,32,4,5
2020-11-10,51,47,8,51,5,8
2020-11-11,80,61,9,69,6,9
2020-11-12,130,70,17,67,6,11
2020-11-13,135,69,25,50,5,7
2020-11-14,136,68,31,47,5,10
2020-11-15,156,66,16,53,5,11
2020-11-16,152,62,16,46,4,9
2020-11-17,136,44,4,37,3,7
2020-11-18,105,18,18,16,3,5
2020-11-19,42,24,17,15,3,4
2020-11-20,62,27,12,26,3,5
2020-11-21,75,29,20,18,3,4
2020-11-22,80,27,15,20,3,4
2020-11-23,66,28,6,39,4,6
2020-11-24,66,40,8,43,5,7
2020-11-25,89,58,10,46,6,9
2020-11-26,131,45,16,29,5,7
2020-11-27,102,24,19,14,4,4
2020-11-28,56,27,20,18,4,4
2020-11-29,64,28,17,26,4,5
2020-11-30,66,33,12,31,4,6
2020-12-01,75,35,14,31,4,5
2020-12-02,76,30,21,21,5,5
2020-12-03,65,32,15,28,4,5
2020-12-04,73,40,11,44,4,8
2020-12-05,87,48,18,40,4,8
2020-12-06,108,54,27,33,5,8
2020-12-07,129,25,23,25,4,4
2020-12-08,62,42,4,51,6,8
2020-12-09,88,61,10,51,6,9
2020-12-10,132,83,14,52,5,13
2020-12-11,169,54,22,31,6,7
2020-12-12,114,39,25,28,4,5
2020-12-13,90,23,21,14,3,4
2020-12-14,51,19,20,16,4,4
2020-12-15,44,24,19,18,5,5
2020-12-16,55,30,10,40,5,7
2020-12-17,72,37,19,32,5,7
2020-12-18,83,28,19,19,4,4
2020-12-19,59,28,20,26,5,6
2020-12-20,66,42,7,54,5,11
2020-12-21,96,53,12,57,6,11
2020-12-22,123,63,17,55,5,11
2020-12-23,148,51,22,31,4,6
2020-12-24,109,24,22,24,5,5
2020-12-25,52,43,13,47,5,10
2020-12-26,97,51,16,45,5,9
2020-12-27,116,59,9,57,4,11
2020-12-28,139,62,19,40,4,10
2020-12-29,141,37,20,12,3,4
2020-12-30,54,30,19,21,4,5
2020-12-31,50,28,20,29,4,6
2021-01-01,68,35,23,16,4,5
2021-01-02,50,40,21,20,4,5
2021-01-03,60,41,8,43,5,7
2020-07-01,47,52,67,21,3,6
2020-07-02,121,38,32,19,3,5
2020-07-03,86,23,46,14,3,3
2020-07-04,62,29,57,14,3,4
2020-07-05,69,27,51,19,3,4
2020-07-06,72,18,30,15,3,4
2020-07-07,47,32,54,20,3,4
2020-07-08,55,43,62,25,3,6
2020-07-09,97,16,31,15,2,3
2020-07-10,40,8,37,10,2,3
2020-07-11,15,12,28,11,3,3
2020-07-12,33,8,24,12,2,2
2020-07-13,19,7,23,11,2,3
2020-07-14,11,12,24,14,3,2
2020-07-15,21,31,50,23,3,4
2020-07-16,68,38,45,24,3,5
2020-07-17,78,35,62,24,3,5
2020-07-18,85,16,31,12,2,4
2020-07-19,49,14,27,12,2,5
2020-07-20,48,32,47,19,3,4
2020-07-21,73,24,21,28,4,5
2020-07-22,63,14,35,18,2,4
2020-07-23,43,6,32,10,3,3
2020-07-24,11,5,20,9,3,3
2020-07-25,9,10,29,13,3,3
2020-07-26,22,14,18,15,3,4
2020-07-27,34,12,17,15,3,4
2020-07-28,26,12,12,20,3,4
2020-07-29,28,20,31,21,3,4
2020-07-30,57,25,27,19,3,4
2020-07-31,57,15,15,11,3,3
2020-08-01,36,11,15,10,3,2
2020-08-02,25,13,16,12,3,3
2020-08-03,25,36,8,11,3,2
2020-08-04,57,33,4,16,5,4
2020-08-05,78,17,16,14,3,4
2020-08-06,36,30,16,23,4,5
2020-08-07,75,14,11,16,3,4
2020-08-08,35,10,15,10,2,4
2020-08-09,21,13,7,15,2,3
2020-08-10,31,11,20,19,3,3
2020-08-11,39,25,19,23,3,2
2020-08-12,60,28,23,17,3,3
2020-08-13,58,32,31,13,3,3
2020-08-14,72,36,39,16,3,3
2020-08-15,97,23,20,8,3,2
2020-08-16,59,29,28,11,3,2
2020-08-17,58,33,36,18,3,3
2020-08-18,79,44,27,15,3,2
2020-08-19,106,39,38,17,4,2
2020-08-20,97,30,15,21,4,3
2020-08-21,78,14,14,12,3,3
2020-08-22,41,10,27,8,3,3
2020-08-23,35,20,19,12,4,2
2020-08-24,57,27,19,26,4,2
2020-08-25,74,19,13,34,3,2
2020-08-26,55,17,16,19,3,3
2020-08-27,50,23,22,17,3,4
2020-08-28,56,15,13,24,2,4
2020-08-29,41,14,25,22,3,3
2020-08-30,25,10,10,31,3,3
2020-08-31,13,15,17,38,3,3
2020-09-01,21,12,5,31,3,3
2020-09-02,19,13,27,18,4,2
2020-09-03,20,22,35,26,3,4
2020-09-04,42,33,41,24,4,5
2020-09-05,77,21,33,12,3,3
2020-09-06,59,6,38,8,3,3
2020-09-07,12,24,39,11,3,4
2020-09-08,52,29,37,20,3,5
2020-09-09,71,29,45,22,4,5
2020-09-10,74,25,27,22,3,4
2020-09-11,66,9,30,12,4,4
2020-09-12,25,7,29,8,3,3
2020-09-13,13,23,33,16,3,5
2020-09-14,51,38,42,22,4,5
2020-09-15,87,30,25,29,4,4
2020-09-16,69,22,28,17,4,3
2020-09-17,43,21,32,13,4,3
2020-09-18,22,19,31,16,3,4
2020-09-19,35,18,30,11,4,3
2020-09-20,41,24,22,23,3,4
2020-09-21,46,14,27,16,3,4
2020-09-22,33,9,26,11,3,3
2020-09-23,14,9,26,10,3,3
2020-09-24,13,12,25,13,3,3
2020-09-25,20,14,29,12,3,3
2020-09-26,25,13,31,11,3,3
2020-09-27,30,23,26,26,3,4
2020-09-28,50,30,31,19,3,4
2020-09-29,67,31,33,14,3,5
2020-09-30,72,16,37,9,3,3
2020-04-01,105,41,31,29,4,5
2020-04-02,84,57,43,32,4,5
2020-04-03,112,60,32,19,4,4
2020-04-04,93,46,43,15,3,3
2020-04-05,72,57,36,39,5,5
2020-04-06,81,60,43,31,5,4
2020-04-07,94,47,37,15,4,3
2020-04-08,68,51,39,20,4,4
2020-04-09,82,47,37,28,4,4
2020-04-10,87,43,33,26,4,4
2020-04-11,79,33,46,15,3,4
2020-04-12,72,23,40,14,2,3
2020-04-13,45,52,46,38,4,5
2020-04-14,93,60,60,38,4,5
2020-04-15,120,53,47,39,5,5
2020-04-16,86,42,27,28,3,4
2020-04-17,75,31,35,17,3,3
2020-04-18,53,27,33,21,3,4
